"Year
(Persian)","Month
(Persian)","Day
(Persian)","Hydrological year
(Persian)","Date
(Persian)","Date
(Gregorian callendar)","Year
(Gregorian)","Month
(Gregorian)","Day
(Gregorian)","Water Level
(m above sea level)"
1391,3,3,1390-91,1391/03/03,5/23/2012,2012,5,23,1271.31
1391,3,4,1390-91,1391/03/04,5/24/2012,2012,5,24,1271.31
1391,3,5,1390-91,1391/03/05,5/25/2012,2012,5,25,1271.31
1391,3,6,1390-91,1391/03/06,5/26/2012,2012,5,26,1271.31
1391,3,7,1390-91,1391/03/07,5/27/2012,2012,5,27,1271.3
1391,3,8,1390-91,1391/03/08,5/28/2012,2012,5,28,1271.3
1391,3,9,1390-91,1391/03/09,5/29/2012,2012,5,29,1271.29
1391,3,10,1390-91,1391/03/10,5/30/2012,2012,5,30,1271.29
1391,3,11,1390-91,1391/03/11,5/31/2012,2012,5,31,1271.29
1391,3,12,1390-91,1391/03/12,6/1/2012,2012,6,1,1271.28
1391,3,13,1390-91,1391/03/13,6/2/2012,2012,6,2,1271.28
1391,3,14,1390-91,1391/03/14,6/3/2012,2012,6,3,1271.28
1391,3,15,1390-91,1391/03/15,6/4/2012,2012,6,4,1271.27
1391,3,16,1390-91,1391/03/16,6/5/2012,2012,6,5,1271.27
1391,3,17,1390-91,1391/03/17,6/6/2012,2012,6,6,1271.27
1391,3,18,1390-91,1391/03/18,6/7/2012,2012,6,7,1271.27
1391,3,19,1390-91,1391/03/19,6/8/2012,2012,6,8,1271.26
1391,3,20,1390-91,1391/03/20,6/9/2012,2012,6,9,1271.25
1391,3,21,1390-91,1391/03/21,6/10/2012,2012,6,10,1271.24
1391,3,22,1390-91,1391/03/22,6/11/2012,2012,6,11,1271.23
1391,3,23,1390-91,1391/03/23,6/12/2012,2012,6,12,1271.22
1391,3,24,1390-91,1391/03/24,6/13/2012,2012,6,13,1271.22
1391,3,25,1390-91,1391/03/25,6/14/2012,2012,6,14,1271.2
1391,3,26,1390-91,1391/03/26,6/15/2012,2012,6,15,1271.19
1391,3,27,1390-91,1391/03/27,6/16/2012,2012,6,16,1271.16
1391,3,28,1390-91,1391/03/28,6/17/2012,2012,6,17,1271.17
1391,3,29,1390-91,1391/03/29,6/18/2012,2012,6,18,1271.19
1391,3,30,1390-91,1391/03/30,6/19/2012,2012,6,19,1271.12
1391,3,31,1390-91,1391/03/31,6/20/2012,2012,6,20,1271.13
1391,4,1,1390-91,1391/04/01,6/21/2012,2012,6,21,1271.12
1391,4,2,1390-91,1391/04/02,6/22/2012,2012,6,22,1271.13
1391,4,3,1390-91,1391/04/03,6/23/2012,2012,6,23,1271.12
1391,4,4,1390-91,1391/04/04,6/24/2012,2012,6,24,1271.13
1391,4,5,1390-91,1391/04/05,6/25/2012,2012,6,25,1271.12
1391,4,6,1390-91,1391/04/06,6/26/2012,2012,6,26,1271.11
1391,4,7,1390-91,1391/04/07,6/27/2012,2012,6,27,1271.1
1391,4,8,1390-91,1391/04/08,6/28/2012,2012,6,28,1271.09
1391,4,9,1390-91,1391/04/09,6/29/2012,2012,6,29,1271.09
1391,4,10,1390-91,1391/04/10,6/30/2012,2012,6,30,1271.08
1391,4,11,1390-91,1391/04/11,7/1/2012,2012,7,1,1271.08
1391,4,12,1390-91,1391/04/12,7/2/2012,2012,7,2,1271.07
1391,4,13,1390-91,1391/04/13,7/3/2012,2012,7,3,1271.06
1391,4,14,1390-91,1391/04/14,7/4/2012,2012,7,4,1271.06
1391,4,15,1390-91,1391/04/15,7/5/2012,2012,7,5,1271.05
1391,4,16,1390-91,1391/04/16,7/6/2012,2012,7,6,1271.05
1391,4,17,1390-91,1391/04/17,7/7/2012,2012,7,7,1271.04
1391,4,18,1390-91,1391/04/18,7/8/2012,2012,7,8,1271.03
1391,4,19,1390-91,1391/04/19,7/9/2012,2012,7,9,1271.02
1391,4,20,1390-91,1391/04/20,7/10/2012,2012,7,10,1271.02
1391,4,21,1390-91,1391/04/21,7/11/2012,2012,7,11,1271.02
1391,4,22,1390-91,1391/04/22,7/12/2012,2012,7,12,1271.01
1391,4,23,1390-91,1391/04/23,7/13/2012,2012,7,13,1271.01
1391,4,24,1390-91,1391/04/24,7/14/2012,2012,7,14,1271
1391,4,25,1390-91,1391/04/25,7/15/2012,2012,7,15,1270.99
1391,4,26,1390-91,1391/04/26,7/16/2012,2012,7,16,1270.99
1391,4,27,1390-91,1391/04/27,7/17/2012,2012,7,17,1270.98
1391,4,28,1390-91,1391/04/28,7/18/2012,2012,7,18,1270.97
1391,4,29,1390-91,1391/04/29,7/19/2012,2012,7,19,1270.96
1391,4,30,1390-91,1391/04/30,7/20/2012,2012,7,20,1270.96
1391,4,31,1390-91,1391/04/31,7/21/2012,2012,7,21,1270.97
1391,5,1,1390-91,1391/05/01,7/22/2012,2012,7,22,1270.95
1391,5,2,1390-91,1391/05/02,7/23/2012,2012,7,23,1270.96
1391,5,3,1390-91,1391/05/03,7/24/2012,2012,7,24,1270.96
1391,5,4,1390-91,1391/05/04,7/25/2012,2012,7,25,1270.95
1391,5,5,1390-91,1391/05/05,7/26/2012,2012,7,26,1270.93
1391,5,6,1390-91,1391/05/06,7/27/2012,2012,7,27,1270.92
1391,5,7,1390-91,1391/05/07,7/28/2012,2012,7,28,1270.92
1391,5,8,1390-91,1391/05/08,7/29/2012,2012,7,29,1270.91
1391,5,9,1390-91,1391/05/09,7/30/2012,2012,7,30,1270.92
1391,5,10,1390-91,1391/05/10,7/31/2012,2012,7,31,1270.91
1391,5,11,1390-91,1391/05/11,8/1/2012,2012,8,1,1270.9
1391,5,12,1390-91,1391/05/12,8/2/2012,2012,8,2,1270.89
1391,5,13,1390-91,1391/05/13,8/3/2012,2012,8,3,1270.89
1391,5,14,1390-91,1391/05/14,8/4/2012,2012,8,4,1270.88
1391,5,15,1390-91,1391/05/15,8/5/2012,2012,8,5,1270.87
1391,5,16,1390-91,1391/05/16,8/6/2012,2012,8,6,1270.87
1391,5,17,1390-91,1391/05/17,8/7/2012,2012,8,7,1270.86
1391,5,18,1390-91,1391/05/18,8/8/2012,2012,8,8,1270.86
1391,5,19,1390-91,1391/05/19,8/9/2012,2012,8,9,1270.85
1391,5,20,1390-91,1391/05/20,8/10/2012,2012,8,10,1270.85
1391,5,21,1390-91,1391/05/21,8/11/2012,2012,8,11,1270.84
1391,5,22,1390-91,1391/05/22,8/12/2012,2012,8,12,1270.84
1391,5,23,1390-91,1391/05/23,8/13/2012,2012,8,13,1270.83
1391,5,24,1390-91,1391/05/24,8/14/2012,2012,8,14,1270.83
1391,5,25,1390-91,1391/05/25,8/15/2012,2012,8,15,1270.83
1391,5,26,1390-91,1391/05/26,8/16/2012,2012,8,16,1270.83
1391,5,27,1390-91,1391/05/27,8/17/2012,2012,8,17,1270.83
1391,5,28,1390-91,1391/05/28,8/18/2012,2012,8,18,1270.82
1391,5,29,1390-91,1391/05/29,8/19/2012,2012,8,19,1270.82
1391,5,30,1390-91,1391/05/30,8/20/2012,2012,8,20,1270.82
1391,5,31,1390-91,1391/05/31,8/21/2012,2012,8,21,1270.82
1391,6,1,1390-91,1391/06/01,8/22/2012,2012,8,22,1270.81
1391,6,2,1390-91,1391/06/02,8/23/2012,2012,8,23,1270.81
1391,6,3,1390-91,1391/06/03,8/24/2012,2012,8,24,1270.8
1391,6,4,1390-91,1391/06/04,8/25/2012,2012,8,25,1270.8
1391,6,5,1390-91,1391/06/05,8/26/2012,2012,8,26,1270.78
1391,6,6,1390-91,1391/06/06,8/27/2012,2012,8,27,1270.77
1391,6,7,1390-91,1391/06/07,8/28/2012,2012,8,28,1270.76
1391,6,8,1390-91,1391/06/08,8/29/2012,2012,8,29,1270.75
1391,6,9,1390-91,1391/06/09,8/30/2012,2012,8,30,1270.74
1391,6,10,1390-91,1391/06/10,8/31/2012,2012,8,31,1270.74
1391,6,11,1390-91,1391/06/11,9/1/2012,2012,9,1,1270.74
1391,6,12,1390-91,1391/06/12,9/2/2012,2012,9,2,1270.74
1391,6,13,1390-91,1391/06/13,9/3/2012,2012,9,3,1270.74
1391,6,14,1390-91,1391/06/14,9/4/2012,2012,9,4,1270.73
1391,6,15,1390-91,1391/06/15,9/5/2012,2012,9,5,1270.73
1391,6,16,1390-91,1391/06/16,9/6/2012,2012,9,6,1270.72
1391,6,17,1390-91,1391/06/17,9/7/2012,2012,9,7,1270.72
1391,6,18,1390-91,1391/06/18,9/8/2012,2012,9,8,1270.72
1391,6,19,1390-91,1391/06/19,9/9/2012,2012,9,9,1270.72
1391,6,20,1390-91,1391/06/20,9/10/2012,2012,9,10,1270.71
1391,6,21,1390-91,1391/06/21,9/11/2012,2012,9,11,1270.71
1391,6,22,1390-91,1391/06/22,9/12/2012,2012,9,12,1270.71
1391,6,23,1390-91,1391/06/23,9/13/2012,2012,9,13,1270.7
1391,6,24,1390-91,1391/06/24,9/14/2012,2012,9,14,1270.7
1391,6,25,1390-91,1391/06/25,9/15/2012,2012,9,15,1270.69
1391,6,26,1390-91,1391/06/26,9/16/2012,2012,9,16,1270.69
1391,6,27,1390-91,1391/06/27,9/17/2012,2012,9,17,1270.68
1391,6,28,1390-91,1391/06/28,9/18/2012,2012,9,18,1270.68
1391,6,29,1390-91,1391/06/29,9/19/2012,2012,9,19,1270.67
1391,6,30,1390-91,1391/06/30,9/20/2012,2012,9,20,1270.67
1391,6,31,1390-91,1391/06/31,9/21/2012,2012,9,21,1270.67
1391,7,1,1391-92,1391/07/01,9/22/2012,2012,9,22,1270.67
1391,7,2,1391-92,1391/07/02,9/23/2012,2012,9,23,1270.66
1391,7,3,1391-92,1391/07/03,9/24/2012,2012,9,24,1270.65
1391,7,4,1391-92,1391/07/04,9/25/2012,2012,9,25,1270.65
1391,7,5,1391-92,1391/07/05,9/26/2012,2012,9,26,1270.65
1391,7,6,1391-92,1391/07/06,9/27/2012,2012,9,27,1270.65
1391,7,7,1391-92,1391/07/07,9/28/2012,2012,9,28,1270.65
1391,7,8,1391-92,1391/07/08,9/29/2012,2012,9,29,1270.65
1391,7,9,1391-92,1391/07/09,9/30/2012,2012,9,30,1270.64
1391,7,10,1391-92,1391/07/10,10/1/2012,2012,10,1,1270.64
1391,7,11,1391-92,1391/07/11,10/2/2012,2012,10,2,1270.64
1391,7,12,1391-92,1391/07/12,10/3/2012,2012,10,3,1270.64
1391,7,13,1391-92,1391/07/13,10/4/2012,2012,10,4,1270.63
1391,7,14,1391-92,1391/07/14,10/5/2012,2012,10,5,1270.63
1391,7,15,1391-92,1391/07/15,10/6/2012,2012,10,6,1270.63
1391,7,16,1391-92,1391/07/16,10/7/2012,2012,10,7,1270.63
1391,7,17,1391-92,1391/07/17,10/8/2012,2012,10,8,1270.62
1391,7,18,1391-92,1391/07/18,10/9/2012,2012,10,9,1270.62
1391,7,19,1391-92,1391/07/19,10/10/2012,2012,10,10,1270.62
1391,7,20,1391-92,1391/07/20,10/11/2012,2012,10,11,1270.62
1391,7,21,1391-92,1391/07/21,10/12/2012,2012,10,12,1270.62
1391,7,22,1391-92,1391/07/22,10/13/2012,2012,10,13,1270.63
1391,7,23,1391-92,1391/07/23,10/14/2012,2012,10,14,1270.64
1391,7,24,1391-92,1391/07/24,10/15/2012,2012,10,15,1270.63
1391,7,25,1391-92,1391/07/25,10/16/2012,2012,10,16,1270.63
1391,7,26,1391-92,1391/07/26,10/17/2012,2012,10,17,1270.63
1391,7,27,1391-92,1391/07/27,10/18/2012,2012,10,18,1270.64
1391,7,28,1391-92,1391/07/28,10/19/2012,2012,10,19,1270.64
1391,7,29,1391-92,1391/07/29,10/20/2012,2012,10,20,1270.63
1391,7,30,1391-92,1391/07/30,10/21/2012,2012,10,21,1270.62
1391,8,1,1391-92,1391/08/01,10/22/2012,2012,10,22,1270.62
1391,8,2,1391-92,1391/08/02,10/23/2012,2012,10,23,1270.61
1391,8,3,1391-92,1391/08/03,10/24/2012,2012,10,24,1270.6
1391,8,4,1391-92,1391/08/04,10/25/2012,2012,10,25,1270.6
1391,8,5,1391-92,1391/08/05,10/26/2012,2012,10,26,1270.62
1391,8,6,1391-92,1391/08/06,10/27/2012,2012,10,27,1270.61
1391,8,7,1391-92,1391/08/07,10/28/2012,2012,10,28,1270.63
1391,8,8,1391-92,1391/08/08,10/29/2012,2012,10,29,1270.63
1391,8,9,1391-92,1391/08/09,10/30/2012,2012,10,30,1270.64
1391,8,10,1391-92,1391/08/10,10/31/2012,2012,10,31,1270.63
1391,8,11,1391-92,1391/08/11,11/1/2012,2012,11,1,1270.64
1391,8,12,1391-92,1391/08/12,11/2/2012,2012,11,2,1270.63
1391,8,13,1391-92,1391/08/13,11/3/2012,2012,11,3,1270.64
1391,8,14,1391-92,1391/08/14,11/4/2012,2012,11,4,1270.64
1391,8,15,1391-92,1391/08/15,11/5/2012,2012,11,5,1270.64
1391,8,16,1391-92,1391/08/16,11/6/2012,2012,11,6,1270.63
1391,8,17,1391-92,1391/08/17,11/7/2012,2012,11,7,1270.62
1391,8,18,1391-92,1391/08/18,11/8/2012,2012,11,8,1270.61
1391,8,19,1391-92,1391/08/19,11/9/2012,2012,11,9,1270.61
1391,8,20,1391-92,1391/08/20,11/10/2012,2012,11,10,1270.61
1391,8,21,1391-92,1391/08/21,11/11/2012,2012,11,11,1270.61
1391,8,22,1391-92,1391/08/22,11/12/2012,2012,11,12,1270.63
1391,8,23,1391-92,1391/08/23,11/13/2012,2012,11,13,1270.63
1391,8,24,1391-92,1391/08/24,11/14/2012,2012,11,14,1270.65
1391,8,25,1391-92,1391/08/25,11/15/2012,2012,11,15,1270.65
1391,8,26,1391-92,1391/08/26,11/16/2012,2012,11,16,1270.72
1391,8,27,1391-92,1391/08/27,11/17/2012,2012,11,17,1270.72
1391,8,28,1391-92,1391/08/28,11/18/2012,2012,11,18,1270.73
1391,8,29,1391-92,1391/08/29,11/19/2012,2012,11,19,1270.73
1391,8,30,1391-92,1391/08/30,11/20/2012,2012,11,20,1270.74
1391,9,1,1391-92,1391/09/01,11/21/2012,2012,11,21,1270.75
1391,9,2,1391-92,1391/09/02,11/22/2012,2012,11,22,1270.75
1391,9,3,1391-92,1391/09/03,11/23/2012,2012,11,23,1270.76
1391,9,4,1391-92,1391/09/04,11/24/2012,2012,11,24,1270.77
1391,9,5,1391-92,1391/09/05,11/25/2012,2012,11,25,1270.77
1391,9,6,1391-92,1391/09/06,11/26/2012,2012,11,26,1270.77
1391,9,7,1391-92,1391/09/07,11/27/2012,2012,11,27,1270.73
1391,9,8,1391-92,1391/09/08,11/28/2012,2012,11,28,1270.76
1391,9,9,1391-92,1391/09/09,11/29/2012,2012,11,29,1270.77
1391,9,10,1391-92,1391/09/10,11/30/2012,2012,11,30,1270.77
1391,9,11,1391-92,1391/09/11,12/1/2012,2012,12,1,1270.78
1391,9,12,1391-92,1391/09/12,12/2/2012,2012,12,2,1270.77
1391,9,13,1391-92,1391/09/13,12/3/2012,2012,12,3,1270.77
1391,9,14,1391-92,1391/09/14,12/4/2012,2012,12,4,1270.76
1391,9,15,1391-92,1391/09/15,12/5/2012,2012,12,5,1270.76
1391,9,16,1391-92,1391/09/16,12/6/2012,2012,12,6,1270.77
1391,9,17,1391-92,1391/09/17,12/7/2012,2012,12,7,1270.77
1391,9,18,1391-92,1391/09/18,12/8/2012,2012,12,8,1270.8
1391,9,19,1391-92,1391/09/19,12/9/2012,2012,12,9,1270.87
1391,9,20,1391-92,1391/09/20,12/10/2012,2012,12,10,1270.86
1391,9,21,1391-92,1391/09/21,12/11/2012,2012,12,11,1270.85
1391,9,22,1391-92,1391/09/22,12/12/2012,2012,12,12,1270.82
1391,9,23,1391-92,1391/09/23,12/13/2012,2012,12,13,1270.82
1391,9,24,1391-92,1391/09/24,12/14/2012,2012,12,14,1270.81
1391,9,25,1391-92,1391/09/25,12/15/2012,2012,12,15,1270.8
1391,9,26,1391-92,1391/09/26,12/16/2012,2012,12,16,1270.79
1391,9,27,1391-92,1391/09/27,12/17/2012,2012,12,17,1270.8
1391,9,28,1391-92,1391/09/28,12/18/2012,2012,12,18,1270.79
1391,9,29,1391-92,1391/09/29,12/19/2012,2012,12,19,1270.78
1391,9,30,1391-92,1391/09/30,12/20/2012,2012,12,20,1270.82
1391,10,1,1391-92,1391/10/01,12/21/2012,2012,12,21,1270.84
1391,10,2,1391-92,1391/10/02,12/22/2012,2012,12,22,1270.84
1391,10,3,1391-92,1391/10/03,12/23/2012,2012,12,23,1270.86
1391,10,4,1391-92,1391/10/04,12/24/2012,2012,12,24,1270.87
1391,10,5,1391-92,1391/10/05,12/25/2012,2012,12,25,1270.87
1391,10,6,1391-92,1391/10/06,12/26/2012,2012,12,26,1270.88
1391,10,7,1391-92,1391/10/07,12/27/2012,2012,12,27,1270.88
1391,10,8,1391-92,1391/10/08,12/28/2012,2012,12,28,1270.89
1391,10,9,1391-92,1391/10/09,12/29/2012,2012,12,29,1270.88
1391,10,10,1391-92,1391/10/10,12/30/2012,2012,12,30,1270.85
1391,10,11,1391-92,1391/10/11,12/31/2012,2012,12,31,1270.84
1391,10,12,1391-92,1391/10/12,1/1/2013,2013,1,1,1270.84
1391,10,13,1391-92,1391/10/13,1/2/2013,2013,1,2,1270.83
1391,10,14,1391-92,1391/10/14,1/3/2013,2013,1,3,1270.84
1391,10,15,1391-92,1391/10/15,1/4/2013,2013,1,4,1270.85
1391,10,16,1391-92,1391/10/16,1/5/2013,2013,1,5,1270.85
1391,10,17,1391-92,1391/10/17,1/6/2013,2013,1,6,1270.85
1391,10,18,1391-92,1391/10/18,1/7/2013,2013,1,7,1270.85
1391,10,19,1391-92,1391/10/19,1/8/2013,2013,1,8,1270.86
1391,10,20,1391-92,1391/10/20,1/9/2013,2013,1,9,1270.85
1391,10,21,1391-92,1391/10/21,1/10/2013,2013,1,10,1270.86
1391,10,22,1391-92,1391/10/22,1/11/2013,2013,1,11,1270.85
1391,10,23,1391-92,1391/10/23,1/12/2013,2013,1,12,1270.86
1391,10,24,1391-92,1391/10/24,1/13/2013,2013,1,13,1270.85
1391,10,25,1391-92,1391/10/25,1/14/2013,2013,1,14,1270.86
1391,10,26,1391-92,1391/10/26,1/15/2013,2013,1,15,1270.85
1391,10,27,1391-92,1391/10/27,1/16/2013,2013,1,16,1270.85
1391,10,28,1391-92,1391/10/28,1/17/2013,2013,1,17,1270.85
1391,10,29,1391-92,1391/10/29,1/18/2013,2013,1,18,1270.84
1391,10,30,1391-92,1391/10/30,1/19/2013,2013,1,19,1270.85
1391,11,1,1391-92,1391/11/01,1/20/2013,2013,1,20,1270.85
1391,11,2,1391-92,1391/11/02,1/21/2013,2013,1,21,1270.85
1391,11,3,1391-92,1391/11/03,1/22/2013,2013,1,22,1270.85
1391,11,4,1391-92,1391/11/04,1/23/2013,2013,1,23,1270.84
1391,11,5,1391-92,1391/11/05,1/24/2013,2013,1,24,1270.85
1391,11,6,1391-92,1391/11/06,1/25/2013,2013,1,25,1270.84
1391,11,7,1391-92,1391/11/07,1/26/2013,2013,1,26,1270.85
1391,11,8,1391-92,1391/11/08,1/27/2013,2013,1,27,1270.88
1391,11,9,1391-92,1391/11/09,1/28/2013,2013,1,28,1270.89
1391,11,10,1391-92,1391/11/10,1/29/2013,2013,1,29,1270.89
1391,11,11,1391-92,1391/11/11,1/30/2013,2013,1,30,1270.91
1391,11,12,1391-92,1391/11/12,1/31/2013,2013,1,31,1270.92
1391,11,13,1391-92,1391/11/13,2/1/2013,2013,2,1,1270.91
1391,11,14,1391-92,1391/11/14,2/2/2013,2013,2,2,1270.94
1391,11,15,1391-92,1391/11/15,2/3/2013,2013,2,3,1270.93
1391,11,16,1391-92,1391/11/16,2/4/2013,2013,2,4,1270.92
1391,11,17,1391-92,1391/11/17,2/5/2013,2013,2,5,1270.91
1391,11,18,1391-92,1391/11/18,2/6/2013,2013,2,6,1270.91
1391,11,19,1391-92,1391/11/19,2/7/2013,2013,2,7,1270.93
1391,11,20,1391-92,1391/11/20,2/8/2013,2013,2,8,1270.93
1391,11,21,1391-92,1391/11/21,2/9/2013,2013,2,9,1270.94
1391,11,22,1391-92,1391/11/22,2/10/2013,2013,2,10,1270.94
1391,11,23,1391-92,1391/11/23,2/11/2013,2013,2,11,1270.94
1391,11,24,1391-92,1391/11/24,2/12/2013,2013,2,12,1270.96
1391,11,25,1391-92,1391/11/25,2/13/2013,2013,2,13,1270.96
1391,11,26,1391-92,1391/11/26,2/14/2013,2013,2,14,1270.95
1391,11,27,1391-92,1391/11/27,2/15/2013,2013,2,15,1270.96
1391,11,28,1391-92,1391/11/28,2/16/2013,2013,2,16,1270.97
1391,11,29,1391-92,1391/11/29,2/17/2013,2013,2,17,1270.97
1391,11,30,1391-92,1391/11/30,2/18/2013,2013,2,18,1270.98
1391,12,1,1391-92,1391/12/01,2/19/2013,2013,2,19,1270.99
1391,12,2,1391-92,1391/12/02,2/20/2013,2013,2,20,1270.99
1391,12,3,1391-92,1391/12/03,2/21/2013,2013,2,21,1270.99
1391,12,4,1391-92,1391/12/04,2/22/2013,2013,2,22,1271
1391,12,5,1391-92,1391/12/05,2/23/2013,2013,2,23,1271
1391,12,6,1391-92,1391/12/06,2/24/2013,2013,2,24,1271.01
1391,12,7,1391-92,1391/12/07,2/25/2013,2013,2,25,1271.02
1391,12,8,1391-92,1391/12/08,2/26/2013,2013,2,26,1271.02
1391,12,9,1391-92,1391/12/09,2/27/2013,2013,2,27,1271.01
1391,12,10,1391-92,1391/12/10,2/28/2013,2013,2,28,1271.02
1391,12,11,1391-92,1391/12/11,3/1/2013,2013,3,1,1271.03
1391,12,12,1391-92,1391/12/12,3/2/2013,2013,3,2,1271.03
1391,12,13,1391-92,1391/12/13,3/3/2013,2013,3,3,1271.04
1391,12,14,1391-92,1391/12/14,3/4/2013,2013,3,4,1271.04
1391,12,15,1391-92,1391/12/15,3/5/2013,2013,3,5,1271.05
1391,12,16,1391-92,1391/12/16,3/6/2013,2013,3,6,1271.05
1391,12,17,1391-92,1391/12/17,3/7/2013,2013,3,7,1271.04
1391,12,18,1391-92,1391/12/18,3/8/2013,2013,3,8,1271.05
1391,12,19,1391-92,1391/12/19,3/9/2013,2013,3,9,1271.05
1391,12,20,1391-92,1391/12/20,3/10/2013,2013,3,10,1271.06
1391,12,21,1391-92,1391/12/21,3/11/2013,2013,3,11,1271.06
1391,12,22,1391-92,1391/12/22,3/12/2013,2013,3,12,1271.06
1391,12,23,1391-92,1391/12/23,3/13/2013,2013,3,13,1271.07
1391,12,24,1391-92,1391/12/24,3/14/2013,2013,3,14,1271.07
1391,12,25,1391-92,1391/12/25,3/15/2013,2013,3,15,1271.07
1391,12,26,1391-92,1391/12/26,3/16/2013,2013,3,16,1271.08
1391,12,27,1391-92,1391/12/27,3/17/2013,2013,3,17,1271.08
1391,12,28,1391-92,1391/12/28,3/18/2013,2013,3,18,1271.08
1391,12,29,1391-92,1391/12/29,3/19/2013,2013,3,19,1271.07
1391,12,30,1391-92,1391/12/30,3/20/2013,2013,3,20,1271.08
1392,1,1,1391-92,1392/01/01,3/21/2013,2013,3,21,1271.08
1392,1,2,1391-92,1392/01/02,3/22/2013,2013,3,22,1271.09
1392,1,3,1391-92,1392/01/03,3/23/2013,2013,3,23,1271.12
1392,1,4,1391-92,1392/01/04,3/24/2013,2013,3,24,1271.15
1392,1,5,1391-92,1392/01/05,3/25/2013,2013,3,25,1271.08
1392,1,6,1391-92,1392/01/06,3/26/2013,2013,3,26,1271.08
1392,1,7,1391-92,1392/01/07,3/27/2013,2013,3,27,1271.06
1392,1,8,1391-92,1392/01/08,3/28/2013,2013,3,28,1271.07
1392,1,9,1391-92,1392/01/09,3/29/2013,2013,3,29,1271.08
1392,1,10,1391-92,1392/01/10,3/30/2013,2013,3,30,1271.07
1392,1,11,1391-92,1392/01/11,3/31/2013,2013,3,31,1271.06
1392,1,12,1391-92,1392/01/12,4/1/2013,2013,4,1,1271.05
1392,1,13,1391-92,1392/01/13,4/2/2013,2013,4,2,1271.06
1392,1,14,1391-92,1392/01/14,4/3/2013,2013,4,3,1271.05
1392,1,15,1391-92,1392/01/15,4/4/2013,2013,4,4,1271.06
1392,1,16,1391-92,1392/01/16,4/5/2013,2013,4,5,1271.08
1392,1,17,1391-92,1392/01/17,4/6/2013,2013,4,6,1271.09
1392,1,18,1391-92,1392/01/18,4/7/2013,2013,4,7,1271.07
1392,1,19,1391-92,1392/01/19,4/8/2013,2013,4,8,1271.06
1392,1,20,1391-92,1392/01/20,4/9/2013,2013,4,9,1271.07
1392,1,21,1391-92,1392/01/21,4/10/2013,2013,4,10,1271.07
1392,1,22,1391-92,1392/01/22,4/11/2013,2013,4,11,1271.06
1392,1,23,1391-92,1392/01/23,4/12/2013,2013,4,12,1271.06
1392,1,24,1391-92,1392/01/24,4/13/2013,2013,4,13,1271.09
1392,1,25,1391-92,1392/01/25,4/14/2013,2013,4,14,1271.08
1392,1,26,1391-92,1392/01/26,4/15/2013,2013,4,15,1271.06
1392,1,27,1391-92,1392/01/27,4/16/2013,2013,4,16,1271.07
1392,1,28,1391-92,1392/01/28,4/17/2013,2013,4,17,1271.06
1392,1,29,1391-92,1392/01/29,4/18/2013,2013,4,18,1271.06
1392,1,30,1391-92,1392/01/30,4/19/2013,2013,4,19,1271.06
1392,1,31,1391-92,1392/01/31,4/20/2013,2013,4,20,1271.06
1392,2,1,1391-92,1392/02/01,4/21/2013,2013,4,21,1271.09
1392,2,2,1391-92,1392/02/02,4/22/2013,2013,4,22,1271.08
1392,2,3,1391-92,1392/02/03,4/23/2013,2013,4,23,1271.1
1392,2,4,1391-92,1392/02/04,4/24/2013,2013,4,24,1271.11
1392,2,5,1391-92,1392/02/05,4/25/2013,2013,4,25,1271.1
1392,2,6,1391-92,1392/02/06,4/26/2013,2013,4,26,1271.08
1392,2,7,1391-92,1392/02/07,4/27/2013,2013,4,27,1271.07
1392,2,8,1391-92,1392/02/08,4/28/2013,2013,4,28,1271.06
1392,2,9,1391-92,1392/02/09,4/29/2013,2013,4,29,1271.05
1392,2,10,1391-92,1392/02/10,4/30/2013,2013,4,30,1271.07
1392,2,11,1391-92,1392/02/11,5/1/2013,2013,5,1,1271.06
1392,2,12,1391-92,1392/02/12,5/2/2013,2013,5,2,1271
1392,2,13,1391-92,1392/02/13,5/3/2013,2013,5,3,1271
1392,2,14,1391-92,1392/02/14,5/4/2013,2013,5,4,1270.98
1392,2,15,1391-92,1392/02/15,5/5/2013,2013,5,5,1271.01
1392,2,16,1391-92,1392/02/16,5/6/2013,2013,5,6,1271
1392,2,17,1391-92,1392/02/17,5/7/2013,2013,5,7,1271.01
1392,2,18,1391-92,1392/02/18,5/8/2013,2013,5,8,1271
1392,2,19,1391-92,1392/02/19,5/9/2013,2013,5,9,1271.01
1392,2,20,1391-92,1392/02/20,5/10/2013,2013,5,10,1271.01
1392,2,21,1391-92,1392/02/21,5/11/2013,2013,5,11,1271
1392,2,22,1391-92,1392/02/22,5/12/2013,2013,5,12,1271.04
1392,2,23,1391-92,1392/02/23,5/13/2013,2013,5,13,1271.04
1392,2,24,1391-92,1392/02/24,5/14/2013,2013,5,14,1271.05
1392,2,25,1391-92,1392/02/25,5/15/2013,2013,5,15,1271.07
1392,2,26,1391-92,1392/02/26,5/16/2013,2013,5,16,1271.07
1392,2,27,1391-92,1392/02/27,5/17/2013,2013,5,17,1271.07
1392,2,28,1391-92,1392/02/28,5/18/2013,2013,5,18,1271.06
1392,2,29,1391-92,1392/02/29,5/19/2013,2013,5,19,1271.05
1392,2,30,1391-92,1392/02/30,5/20/2013,2013,5,20,1271.04
1392,2,31,1391-92,1392/02/31,5/21/2013,2013,5,21,1271.05
1392,3,1,1391-92,1392/03/01,5/22/2013,2013,5,22,1271.05
