"Year
(Persian)","Month
(Persian)","Day
(Persian)","Hydrological year
(Persian)","Date
(Persian)","Date
(Gregorian callendar)","Year
(Gregorian)","Month
(Gregorian)","Day
(Gregorian)","Water Level
(m above sea level)"
1351,9,19,1351-52,1351/09/19,12/10/1972,1972,12,10,1276.15
1351,9,20,1351-52,1351/09/20,12/11/1972,1972,12,11,1276.16
1351,9,21,1351-52,1351/09/21,12/12/1972,1972,12,12,1276.17
1351,9,22,1351-52,1351/09/22,12/13/1972,1972,12,13,1276.18
1351,9,23,1351-52,1351/09/23,12/14/1972,1972,12,14,1276.19
1351,9,24,1351-52,1351/09/24,12/15/1972,1972,12,15,1276.18
1351,9,25,1351-52,1351/09/25,12/16/1972,1972,12,16,1276.19
1351,9,26,1351-52,1351/09/26,12/17/1972,1972,12,17,1276.18
1351,9,27,1351-52,1351/09/27,12/18/1972,1972,12,18,1276.18
1351,9,28,1351-52,1351/09/28,12/19/1972,1972,12,19,1276.19
1351,9,29,1351-52,1351/09/29,12/20/1972,1972,12,20,1276.19
1351,9,30,1351-52,1351/09/30,12/21/1972,1972,12,21,1276.19
1351,10,1,1351-52,1351/10/01,12/22/1972,1972,12,22,1276.19
1351,10,2,1351-52,1351/10/02,12/23/1972,1972,12,23,1276.2
1351,10,3,1351-52,1351/10/03,12/24/1972,1972,12,24,1276.21
1351,10,4,1351-52,1351/10/04,12/25/1972,1972,12,25,1276.21
1351,10,5,1351-52,1351/10/05,12/26/1972,1972,12,26,1276.21
1351,10,6,1351-52,1351/10/06,12/27/1972,1972,12,27,1276.2
1351,10,7,1351-52,1351/10/07,12/28/1972,1972,12,28,1276.2
1351,10,8,1351-52,1351/10/08,12/29/1972,1972,12,29,1276.2
1351,10,9,1351-52,1351/10/09,12/30/1972,1972,12,30,1276.2
1351,10,10,1351-52,1351/10/10,12/31/1972,1972,12,31,1276.2
1351,10,11,1351-52,1351/10/11,1/1/1973,1973,1,1,1276.21
1351,10,12,1351-52,1351/10/12,1/2/1973,1973,1,2,1276.2
1351,10,13,1351-52,1351/10/13,1/3/1973,1973,1,3,1276.2
1351,10,14,1351-52,1351/10/14,1/4/1973,1973,1,4,1276.21
1351,10,15,1351-52,1351/10/15,1/5/1973,1973,1,5,1276.22
1351,10,16,1351-52,1351/10/16,1/6/1973,1973,1,6,1276.21
1351,10,17,1351-52,1351/10/17,1/7/1973,1973,1,7,1276.21
1351,10,18,1351-52,1351/10/18,1/8/1973,1973,1,8,1276.2
1351,10,19,1351-52,1351/10/19,1/9/1973,1973,1,9,1276.21
1351,10,20,1351-52,1351/10/20,1/10/1973,1973,1,10,1276.21
1351,10,21,1351-52,1351/10/21,1/11/1973,1973,1,11,1276.21
1351,10,22,1351-52,1351/10/22,1/12/1973,1973,1,12,1276.21
1351,10,23,1351-52,1351/10/23,1/13/1973,1973,1,13,1276.22
1351,10,24,1351-52,1351/10/24,1/14/1973,1973,1,14,1276.22
1351,10,25,1351-52,1351/10/25,1/15/1973,1973,1,15,1276.26
1351,10,26,1351-52,1351/10/26,1/16/1973,1973,1,16,1276.25
1351,10,27,1351-52,1351/10/27,1/17/1973,1973,1,17,1276.25
1351,10,28,1351-52,1351/10/28,1/18/1973,1973,1,18,1276.24
1351,10,29,1351-52,1351/10/29,1/19/1973,1973,1,19,1276.26
1351,10,30,1351-52,1351/10/30,1/20/1973,1973,1,20,1276.26
1351,11,1,1351-52,1351/11/01,1/21/1973,1973,1,21,1276.26
1351,11,2,1351-52,1351/11/02,1/22/1973,1973,1,22,1276.26
1351,11,3,1351-52,1351/11/03,1/23/1973,1973,1,23,1276.26
1351,11,4,1351-52,1351/11/04,1/24/1973,1973,1,24,1276.26
1351,11,5,1351-52,1351/11/05,1/25/1973,1973,1,25,1276.26
1351,11,6,1351-52,1351/11/06,1/26/1973,1973,1,26,1276.26
1351,11,7,1351-52,1351/11/07,1/27/1973,1973,1,27,1276.26
1351,11,8,1351-52,1351/11/08,1/28/1973,1973,1,28,1276.26
1351,11,9,1351-52,1351/11/09,1/29/1973,1973,1,29,1276.27
1351,11,10,1351-52,1351/11/10,1/30/1973,1973,1,30,1276.28
1351,11,11,1351-52,1351/11/11,1/31/1973,1973,1,31,1276.28
1351,11,12,1351-52,1351/11/12,2/1/1973,1973,2,1,1276.29
1351,11,13,1351-52,1351/11/13,2/2/1973,1973,2,2,1276.29
1351,11,14,1351-52,1351/11/14,2/3/1973,1973,2,3,1276.29
1351,11,15,1351-52,1351/11/15,2/4/1973,1973,2,4,1276.3
1351,11,16,1351-52,1351/11/16,2/5/1973,1973,2,5,1276.3
1351,11,17,1351-52,1351/11/17,2/6/1973,1973,2,6,1276.31
1351,11,18,1351-52,1351/11/18,2/7/1973,1973,2,7,1276.31
1351,11,19,1351-52,1351/11/19,2/8/1973,1973,2,8,1276.31
1351,11,20,1351-52,1351/11/20,2/9/1973,1973,2,9,1276.31
1351,11,21,1351-52,1351/11/21,2/10/1973,1973,2,10,1276.31
1351,11,22,1351-52,1351/11/22,2/11/1973,1973,2,11,1276.31
1351,11,23,1351-52,1351/11/23,2/12/1973,1973,2,12,1276.31
1351,11,24,1351-52,1351/11/24,2/13/1973,1973,2,13,1276.32
1351,11,25,1351-52,1351/11/25,2/14/1973,1973,2,14,1276.32
1351,11,26,1351-52,1351/11/26,2/15/1973,1973,2,15,1276.34
1351,11,27,1351-52,1351/11/27,2/16/1973,1973,2,16,1276.33
1351,11,28,1351-52,1351/11/28,2/17/1973,1973,2,17,1276.33
1351,11,29,1351-52,1351/11/29,2/18/1973,1973,2,18,1276.34
1351,11,30,1351-52,1351/11/30,2/19/1973,1973,2,19,1276.34
1351,12,1,1351-52,1351/12/01,2/20/1973,1973,2,20,1276.35
1351,12,2,1351-52,1351/12/02,2/21/1973,1973,2,21,1276.36
1351,12,3,1351-52,1351/12/03,2/22/1973,1973,2,22,1276.38
1351,12,4,1351-52,1351/12/04,2/23/1973,1973,2,23,1276.41
1351,12,5,1351-52,1351/12/05,2/24/1973,1973,2,24,1276.42
1351,12,6,1351-52,1351/12/06,2/25/1973,1973,2,25,1276.43
1351,12,7,1351-52,1351/12/07,2/26/1973,1973,2,26,1276.43
1351,12,8,1351-52,1351/12/08,2/27/1973,1973,2,27,1276.43
1351,12,9,1351-52,1351/12/09,2/28/1973,1973,2,28,1276.44
1351,12,10,1351-52,1351/12/10,3/1/1973,1973,3,1,1276.45
1351,12,11,1351-52,1351/12/11,3/2/1973,1973,3,2,1276.43
1351,12,12,1351-52,1351/12/12,3/3/1973,1973,3,3,1276.48
1351,12,13,1351-52,1351/12/13,3/4/1973,1973,3,4,1276.44
1351,12,14,1351-52,1351/12/14,3/5/1973,1973,3,5,1276.48
1351,12,15,1351-52,1351/12/15,3/6/1973,1973,3,6,1276.48
1351,12,16,1351-52,1351/12/16,3/7/1973,1973,3,7,1276.5
1351,12,17,1351-52,1351/12/17,3/8/1973,1973,3,8,1276.51
1351,12,18,1351-52,1351/12/18,3/9/1973,1973,3,9,1276.5
1351,12,19,1351-52,1351/12/19,3/10/1973,1973,3,10,1276.5
1351,12,20,1351-52,1351/12/20,3/11/1973,1973,3,11,1276.5
1351,12,21,1351-52,1351/12/21,3/12/1973,1973,3,12,1276.5
1351,12,22,1351-52,1351/12/22,3/13/1973,1973,3,13,1276.47
1351,12,23,1351-52,1351/12/23,3/14/1973,1973,3,14,1276.51
1351,12,24,1351-52,1351/12/24,3/15/1973,1973,3,15,1276.51
1351,12,25,1351-52,1351/12/25,3/16/1973,1973,3,16,1276.5
1351,12,26,1351-52,1351/12/26,3/17/1973,1973,3,17,1276.5
1351,12,27,1351-52,1351/12/27,3/18/1973,1973,3,18,1276.49
1351,12,28,1351-52,1351/12/28,3/19/1973,1973,3,19,1276.53
1351,12,29,1351-52,1351/12/29,3/20/1973,1973,3,20,1276.5
1352,1,1,1351-52,1352/01/01,3/21/1973,1973,3,21,1276.49
1352,1,2,1351-52,1352/01/02,3/22/1973,1973,3,22,1276.51
1352,1,3,1351-52,1352/01/03,3/23/1973,1973,3,23,1276.82
1352,1,4,1351-52,1352/01/04,3/24/1973,1973,3,24,1276.5
1352,1,5,1351-52,1352/01/05,3/25/1973,1973,3,25,1276.49
1352,1,6,1351-52,1352/01/06,3/26/1973,1973,3,26,1276.5
1352,1,7,1351-52,1352/01/07,3/27/1973,1973,3,27,1276.51
1352,1,8,1351-52,1352/01/08,3/28/1973,1973,3,28,1276.5
1352,1,9,1351-52,1352/01/09,3/29/1973,1973,3,29,1276.5
1352,1,10,1351-52,1352/01/10,3/30/1973,1973,3,30,1276.51
1352,1,11,1351-52,1352/01/11,3/31/1973,1973,3,31,1276.51
1352,1,12,1351-52,1352/01/12,4/1/1973,1973,4,1,1276.52
1352,1,13,1351-52,1352/01/13,4/2/1973,1973,4,2,1276.52
1352,1,14,1351-52,1352/01/14,4/3/1973,1973,4,3,1276.53
1352,1,15,1351-52,1352/01/15,4/4/1973,1973,4,4,1276.53
1352,1,16,1351-52,1352/01/16,4/5/1973,1973,4,5,1276.54
1352,1,17,1351-52,1352/01/17,4/6/1973,1973,4,6,1276.56
1352,1,18,1351-52,1352/01/18,4/7/1973,1973,4,7,1276.57
1352,1,19,1351-52,1352/01/19,4/8/1973,1973,4,8,1276.59
1352,1,20,1351-52,1352/01/20,4/9/1973,1973,4,9,1276.59
1352,1,21,1351-52,1352/01/21,4/10/1973,1973,4,10,1276.6
1352,1,22,1351-52,1352/01/22,4/11/1973,1973,4,11,1276.61
1352,1,23,1351-52,1352/01/23,4/12/1973,1973,4,12,1276.62
1352,1,24,1351-52,1352/01/24,4/13/1973,1973,4,13,1276.62
1352,1,25,1351-52,1352/01/25,4/14/1973,1973,4,14,1276.62
1352,1,26,1351-52,1352/01/26,4/15/1973,1973,4,15,1276.62
1352,1,27,1351-52,1352/01/27,4/16/1973,1973,4,16,1276.63
1352,1,28,1351-52,1352/01/28,4/17/1973,1973,4,17,1276.61
1352,1,29,1351-52,1352/01/29,4/18/1973,1973,4,18,1276.66
1352,1,30,1351-52,1352/01/30,4/19/1973,1973,4,19,1276.66
1352,1,31,1351-52,1352/01/31,4/20/1973,1973,4,20,1276.67
1352,2,1,1351-52,1352/02/01,4/21/1973,1973,4,21,1276.67
1352,2,2,1351-52,1352/02/02,4/22/1973,1973,4,22,1276.66
1352,2,3,1351-52,1352/02/03,4/23/1973,1973,4,23,1276.69
1352,2,4,1351-52,1352/02/04,4/24/1973,1973,4,24,1276.7
1352,2,5,1351-52,1352/02/05,4/25/1973,1973,4,25,1276.69
1352,2,6,1351-52,1352/02/06,4/26/1973,1973,4,26,1276.7
1352,2,7,1351-52,1352/02/07,4/27/1973,1973,4,27,1276.69
1352,2,8,1351-52,1352/02/08,4/28/1973,1973,4,28,1276.69
1352,2,9,1351-52,1352/02/09,4/29/1973,1973,4,29,1276.71
1352,2,10,1351-52,1352/02/10,4/30/1973,1973,4,30,1276.72
1352,2,11,1351-52,1352/02/11,5/1/1973,1973,5,1,1276.72
1352,2,12,1351-52,1352/02/12,5/2/1973,1973,5,2,1276.73
1352,2,13,1351-52,1352/02/13,5/3/1973,1973,5,3,1276.73
1352,2,14,1351-52,1352/02/14,5/4/1973,1973,5,4,1276.72
1352,2,15,1351-52,1352/02/15,5/5/1973,1973,5,5,1276.74
1352,2,16,1351-52,1352/02/16,5/6/1973,1973,5,6,1276.74
1352,2,17,1351-52,1352/02/17,5/7/1973,1973,5,7,1276.74
1352,2,18,1351-52,1352/02/18,5/8/1973,1973,5,8,1276.74
1352,2,19,1351-52,1352/02/19,5/9/1973,1973,5,9,1276.74
1352,2,20,1351-52,1352/02/20,5/10/1973,1973,5,10,1276.76
1352,2,21,1351-52,1352/02/21,5/11/1973,1973,5,11,1276.77
1352,2,22,1351-52,1352/02/22,5/12/1973,1973,5,12,1276.77
1352,2,23,1351-52,1352/02/23,5/13/1973,1973,5,13,1276.8
1352,2,24,1351-52,1352/02/24,5/14/1973,1973,5,14,1276.8
1352,2,25,1351-52,1352/02/25,5/15/1973,1973,5,15,1276.8
1352,2,26,1351-52,1352/02/26,5/16/1973,1973,5,16,1276.81
1352,2,27,1351-52,1352/02/27,5/17/1973,1973,5,17,1276.79
1352,2,28,1351-52,1352/02/28,5/18/1973,1973,5,18,1276.8
1352,2,29,1351-52,1352/02/29,5/19/1973,1973,5,19,1276.81
1352,2,30,1351-52,1352/02/30,5/20/1973,1973,5,20,1276.81
1352,2,31,1351-52,1352/02/31,5/21/1973,1973,5,21,1276.81
1352,3,1,1351-52,1352/03/01,5/22/1973,1973,5,22,1276.82
1352,3,2,1351-52,1352/03/02,5/23/1973,1973,5,23,1276.81
1352,3,3,1351-52,1352/03/03,5/24/1973,1973,5,24,1276.82
1352,3,4,1351-52,1352/03/04,5/25/1973,1973,5,25,1276.83
1352,3,5,1351-52,1352/03/05,5/26/1973,1973,5,26,1276.82
1352,3,6,1351-52,1352/03/06,5/27/1973,1973,5,27,1276.82
1352,3,7,1351-52,1352/03/07,5/28/1973,1973,5,28,1276.82
1352,3,8,1351-52,1352/03/08,5/29/1973,1973,5,29,1276.81
1352,3,9,1351-52,1352/03/09,5/30/1973,1973,5,30,1276.78
1352,3,10,1351-52,1352/03/10,5/31/1973,1973,5,31,1276.8
1352,3,11,1351-52,1352/03/11,6/1/1973,1973,6,1,1276.81
1352,3,12,1351-52,1352/03/12,6/2/1973,1973,6,2,1276.81
1352,3,13,1351-52,1352/03/13,6/3/1973,1973,6,3,1276.81
1352,3,14,1351-52,1352/03/14,6/4/1973,1973,6,4,1276.81
1352,3,15,1351-52,1352/03/15,6/5/1973,1973,6,5,1276.78
1352,3,16,1351-52,1352/03/16,6/6/1973,1973,6,6,1276.78
1352,3,17,1351-52,1352/03/17,6/7/1973,1973,6,7,1276.77
1352,3,18,1351-52,1352/03/18,6/8/1973,1973,6,8,1276.77
1352,3,19,1351-52,1352/03/19,6/9/1973,1973,6,9,1276.78
1352,3,20,1351-52,1352/03/20,6/10/1973,1973,6,10,1276.78
1352,3,21,1351-52,1352/03/21,6/11/1973,1973,6,11,1276.77
1352,3,22,1351-52,1352/03/22,6/12/1973,1973,6,12,1276.77
1352,3,23,1351-52,1352/03/23,6/13/1973,1973,6,13,1276.77
1352,3,24,1351-52,1352/03/24,6/14/1973,1973,6,14,1276.77
1352,3,25,1351-52,1352/03/25,6/15/1973,1973,6,15,1276.77
1352,3,26,1351-52,1352/03/26,6/16/1973,1973,6,16,1276.76
1352,3,27,1351-52,1352/03/27,6/17/1973,1973,6,17,1276.76
1352,3,28,1351-52,1352/03/28,6/18/1973,1973,6,18,1276.76
1352,3,29,1351-52,1352/03/29,6/19/1973,1973,6,19,1276.76
1352,3,30,1351-52,1352/03/30,6/20/1973,1973,6,20,1276.75
1352,3,31,1351-52,1352/03/31,6/21/1973,1973,6,21,1276.75
1352,4,1,1351-52,1352/04/01,6/22/1973,1973,6,22,1276.72
1352,4,2,1351-52,1352/04/02,6/23/1973,1973,6,23,1276.74
1352,4,3,1351-52,1352/04/03,6/24/1973,1973,6,24,1276.73
1352,4,4,1351-52,1352/04/04,6/25/1973,1973,6,25,1276.73
1352,4,5,1351-52,1352/04/05,6/26/1973,1973,6,26,1276.73
1352,4,6,1351-52,1352/04/06,6/27/1973,1973,6,27,1276.73
1352,4,7,1351-52,1352/04/07,6/28/1973,1973,6,28,1276.73
1352,4,8,1351-52,1352/04/08,6/29/1973,1973,6,29,1276.73
1352,4,9,1351-52,1352/04/09,6/30/1973,1973,6,30,1276.72
1352,4,10,1351-52,1352/04/10,7/1/1973,1973,7,1,1276.7
1352,4,11,1351-52,1352/04/11,7/2/1973,1973,7,2,1276.68
1352,4,12,1351-52,1352/04/12,7/3/1973,1973,7,3,1276.7
1352,4,13,1351-52,1352/04/13,7/4/1973,1973,7,4,1276.67
1352,4,14,1351-52,1352/04/14,7/5/1973,1973,7,5,1276.66
1352,4,15,1351-52,1352/04/15,7/6/1973,1973,7,6,1276.66
1352,4,16,1351-52,1352/04/16,7/7/1973,1973,7,7,1276.65
1352,4,17,1351-52,1352/04/17,7/8/1973,1973,7,8,1276.63
1352,4,18,1351-52,1352/04/18,7/9/1973,1973,7,9,1276.64
1352,4,19,1351-52,1352/04/19,7/10/1973,1973,7,10,1276.63
1352,4,20,1351-52,1352/04/20,7/11/1973,1973,7,11,1276.62
1352,4,21,1351-52,1352/04/21,7/12/1973,1973,7,12,1276.63
1352,4,22,1351-52,1352/04/22,7/13/1973,1973,7,13,1276.63
1352,4,23,1351-52,1352/04/23,7/14/1973,1973,7,14,1276.63
1352,4,24,1351-52,1352/04/24,7/15/1973,1973,7,15,1276.64
1352,4,25,1351-52,1352/04/25,7/16/1973,1973,7,16,1276.68
1352,4,26,1351-52,1352/04/26,7/17/1973,1973,7,17,1276.61
1352,4,27,1351-52,1352/04/27,7/18/1973,1973,7,18,1276.62
1352,4,28,1351-52,1352/04/28,7/19/1973,1973,7,19,1276.6
1352,4,29,1351-52,1352/04/29,7/20/1973,1973,7,20,1276.6
1352,4,30,1351-52,1352/04/30,7/21/1973,1973,7,21,1276.6
1352,4,31,1351-52,1352/04/31,7/22/1973,1973,7,22,1276.6
1352,5,1,1351-52,1352/05/01,7/23/1973,1973,7,23,1276.6
1352,5,2,1351-52,1352/05/02,7/24/1973,1973,7,24,1276.6
1352,5,3,1351-52,1352/05/03,7/25/1973,1973,7,25,1276.59
1352,5,4,1351-52,1352/05/04,7/26/1973,1973,7,26,1276.58
1352,5,5,1351-52,1352/05/05,7/27/1973,1973,7,27,1276.57
1352,5,6,1351-52,1352/05/06,7/28/1973,1973,7,28,1276.57
1352,5,7,1351-52,1352/05/07,7/29/1973,1973,7,29,1276.56
1352,5,8,1351-52,1352/05/08,7/30/1973,1973,7,30,1276.55
1352,5,9,1351-52,1352/05/09,7/31/1973,1973,7,31,1276.56
1352,5,10,1351-52,1352/05/10,8/1/1973,1973,8,1,1276.56
1352,5,11,1351-52,1352/05/11,8/2/1973,1973,8,2,1276.55
1352,5,12,1351-52,1352/05/12,8/3/1973,1973,8,3,1276.54
1352,5,13,1351-52,1352/05/13,8/4/1973,1973,8,4,1276.53
1352,5,14,1351-52,1352/05/14,8/5/1973,1973,8,5,1276.52
1352,5,15,1351-52,1352/05/15,8/6/1973,1973,8,6,1276.52
1352,5,16,1351-52,1352/05/16,8/7/1973,1973,8,7,1276.51
1352,5,17,1351-52,1352/05/17,8/8/1973,1973,8,8,1276.53
1352,5,18,1351-52,1352/05/18,8/9/1973,1973,8,9,1276.53
1352,5,19,1351-52,1352/05/19,8/10/1973,1973,8,10,1276.53
1352,5,20,1351-52,1352/05/20,8/11/1973,1973,8,11,1276.53
1352,5,21,1351-52,1352/05/21,8/12/1973,1973,8,12,1276.53
1352,5,22,1351-52,1352/05/22,8/13/1973,1973,8,13,1276.52
1352,5,23,1351-52,1352/05/23,8/14/1973,1973,8,14,1276.51
1352,5,24,1351-52,1352/05/24,8/15/1973,1973,8,15,1276.49
1352,5,25,1351-52,1352/05/25,8/16/1973,1973,8,16,1276.48
1352,5,26,1351-52,1352/05/26,8/17/1973,1973,8,17,1276.46
1352,5,27,1351-52,1352/05/27,8/18/1973,1973,8,18,1276.46
1352,5,28,1351-52,1352/05/28,8/19/1973,1973,8,19,1276.46
1352,5,29,1351-52,1352/05/29,8/20/1973,1973,8,20,1276.46
1352,5,30,1351-52,1352/05/30,8/21/1973,1973,8,21,1276.44
1352,5,31,1351-52,1352/05/31,8/22/1973,1973,8,22,1276.44
1352,6,1,1351-52,1352/06/01,8/23/1973,1973,8,23,1276.43
1352,6,2,1351-52,1352/06/02,8/24/1973,1973,8,24,1276.44
1352,6,3,1351-52,1352/06/03,8/25/1973,1973,8,25,1276.43
1352,6,4,1351-52,1352/06/04,8/26/1973,1973,8,26,1276.43
1352,6,5,1351-52,1352/06/05,8/27/1973,1973,8,27,1276.42
1352,6,6,1351-52,1352/06/06,8/28/1973,1973,8,28,1276.41
1352,6,7,1351-52,1352/06/07,8/29/1973,1973,8,29,1276.41
1352,6,8,1351-52,1352/06/08,8/30/1973,1973,8,30,1276.4
1352,6,9,1351-52,1352/06/09,8/31/1973,1973,8,31,1276.4
1352,6,10,1351-52,1352/06/10,9/1/1973,1973,9,1,1276.39
1352,6,11,1351-52,1352/06/11,9/2/1973,1973,9,2,1276.37
1352,6,12,1351-52,1352/06/12,9/3/1973,1973,9,3,1276.36
1352,6,13,1351-52,1352/06/13,9/4/1973,1973,9,4,1276.35
1352,6,14,1351-52,1352/06/14,9/5/1973,1973,9,5,1276.35
1352,6,15,1351-52,1352/06/15,9/6/1973,1973,9,6,1276.34
1352,6,16,1351-52,1352/06/16,9/7/1973,1973,9,7,1276.34
1352,6,17,1351-52,1352/06/17,9/8/1973,1973,9,8,1276.34
1352,6,18,1351-52,1352/06/18,9/9/1973,1973,9,9,1276.34
1352,6,19,1351-52,1352/06/19,9/10/1973,1973,9,10,1276.34
1352,6,20,1351-52,1352/06/20,9/11/1973,1973,9,11,1276.34
1352,6,21,1351-52,1352/06/21,9/12/1973,1973,9,12,1276.32
1352,6,22,1351-52,1352/06/22,9/13/1973,1973,9,13,1276.32
1352,6,23,1351-52,1352/06/23,9/14/1973,1973,9,14,1276.3
1352,6,24,1351-52,1352/06/24,9/15/1973,1973,9,15,1276.3
1352,6,25,1351-52,1352/06/25,9/16/1973,1973,9,16,1276.31
1352,6,26,1351-52,1352/06/26,9/17/1973,1973,9,17,1276.3
1352,6,27,1351-52,1352/06/27,9/18/1973,1973,9,18,1276.29
1352,6,28,1351-52,1352/06/28,9/19/1973,1973,9,19,1276.28
1352,6,29,1351-52,1352/06/29,9/20/1973,1973,9,20,1276.28
1352,6,30,1351-52,1352/06/30,9/21/1973,1973,9,21,1276.28
1352,6,31,1351-52,1352/06/31,9/22/1973,1973,9,22,1276.27
1352,7,1,1352-53,1352/07/01,9/23/1973,1973,9,23,1276.26
1352,7,2,1352-53,1352/07/02,9/24/1973,1973,9,24,1276.26
1352,7,3,1352-53,1352/07/03,9/25/1973,1973,9,25,1276.24
1352,7,4,1352-53,1352/07/04,9/26/1973,1973,9,26,1276.24
1352,7,5,1352-53,1352/07/05,9/27/1973,1973,9,27,1276.23
1352,7,6,1352-53,1352/07/06,9/28/1973,1973,9,28,1276.22
1352,7,7,1352-53,1352/07/07,9/29/1973,1973,9,29,1276.23
1352,7,8,1352-53,1352/07/08,9/30/1973,1973,9,30,1276.23
1352,7,9,1352-53,1352/07/09,10/1/1973,1973,10,1,1276.22
1352,7,10,1352-53,1352/07/10,10/2/1973,1973,10,2,1276.22
1352,7,11,1352-53,1352/07/11,10/3/1973,1973,10,3,1276.22
1352,7,12,1352-53,1352/07/12,10/4/1973,1973,10,4,1276.21
1352,7,13,1352-53,1352/07/13,10/5/1973,1973,10,5,1276.21
1352,7,14,1352-53,1352/07/14,10/6/1973,1973,10,6,1276.21
1352,7,15,1352-53,1352/07/15,10/7/1973,1973,10,7,1276.21
1352,7,16,1352-53,1352/07/16,10/8/1973,1973,10,8,1276.21
1352,7,17,1352-53,1352/07/17,10/9/1973,1973,10,9,1276.19
1352,7,18,1352-53,1352/07/18,10/10/1973,1973,10,10,1276.18
1352,7,19,1352-53,1352/07/19,10/11/1973,1973,10,11,1276.18
1352,7,20,1352-53,1352/07/20,10/12/1973,1973,10,12,1276.19
1352,7,21,1352-53,1352/07/21,10/13/1973,1973,10,13,1276.18
1352,7,22,1352-53,1352/07/22,10/14/1973,1973,10,14,1276.18
1352,7,23,1352-53,1352/07/23,10/15/1973,1973,10,15,1276.18
1352,7,24,1352-53,1352/07/24,10/16/1973,1973,10,16,1276.17
1352,7,25,1352-53,1352/07/25,10/17/1973,1973,10,17,1276.17
1352,7,26,1352-53,1352/07/26,10/18/1973,1973,10,18,1276.17
1352,7,27,1352-53,1352/07/27,10/19/1973,1973,10,19,1276.16
1352,7,28,1352-53,1352/07/28,10/20/1973,1973,10,20,1276.16
1352,7,29,1352-53,1352/07/29,10/21/1973,1973,10,21,1276.16
1352,7,30,1352-53,1352/07/30,10/22/1973,1973,10,22,1276.15
1352,8,1,1352-53,1352/08/01,10/23/1973,1973,10,23,1276.15
1352,8,2,1352-53,1352/08/02,10/24/1973,1973,10,24,1276.14
1352,8,3,1352-53,1352/08/03,10/25/1973,1973,10,25,1276.15
1352,8,4,1352-53,1352/08/04,10/26/1973,1973,10,26,1276.14
1352,8,5,1352-53,1352/08/05,10/27/1973,1973,10,27,1276.13
1352,8,6,1352-53,1352/08/06,10/28/1973,1973,10,28,1276.14
1352,8,7,1352-53,1352/08/07,10/29/1973,1973,10,29,1276.13
1352,8,8,1352-53,1352/08/08,10/30/1973,1973,10,30,1276.13
1352,8,9,1352-53,1352/08/09,10/31/1973,1973,10,31,1276.07
1352,8,10,1352-53,1352/08/10,11/1/1973,1973,11,1,1276.08
1352,8,11,1352-53,1352/08/11,11/2/1973,1973,11,2,1276.08
1352,8,12,1352-53,1352/08/12,11/3/1973,1973,11,3,1276.08
1352,8,13,1352-53,1352/08/13,11/4/1973,1973,11,4,1276.06
1352,8,14,1352-53,1352/08/14,11/5/1973,1973,11,5,1276.06
1352,8,15,1352-53,1352/08/15,11/6/1973,1973,11,6,1276.05
1352,8,16,1352-53,1352/08/16,11/7/1973,1973,11,7,1276.05
1352,8,17,1352-53,1352/08/17,11/8/1973,1973,11,8,1276.05
1352,8,18,1352-53,1352/08/18,11/9/1973,1973,11,9,1276.06
1352,8,19,1352-53,1352/08/19,11/10/1973,1973,11,10,1276.06
1352,8,20,1352-53,1352/08/20,11/11/1973,1973,11,11,1276.07
1352,8,21,1352-53,1352/08/21,11/12/1973,1973,11,12,1276.07
1352,8,22,1352-53,1352/08/22,11/13/1973,1973,11,13,1276.07
1352,8,23,1352-53,1352/08/23,11/14/1973,1973,11,14,1276.07
1352,8,24,1352-53,1352/08/24,11/15/1973,1973,11,15,1276.07
1352,8,25,1352-53,1352/08/25,11/16/1973,1973,11,16,1276.08
1352,8,26,1352-53,1352/08/26,11/17/1973,1973,11,17,1276.07
1352,8,27,1352-53,1352/08/27,11/18/1973,1973,11,18,1276.07
1352,8,28,1352-53,1352/08/28,11/19/1973,1973,11,19,1276.07
1352,8,29,1352-53,1352/08/29,11/20/1973,1973,11,20,1276.07
1352,8,30,1352-53,1352/08/30,11/21/1973,1973,11,21,1276.07
1352,9,1,1352-53,1352/09/01,11/22/1973,1973,11,22,1276.06
1352,9,2,1352-53,1352/09/02,11/23/1973,1973,11,23,1276.05
1352,9,3,1352-53,1352/09/03,11/24/1973,1973,11,24,1276.05
1352,9,4,1352-53,1352/09/04,11/25/1973,1973,11,25,1276.06
1352,9,5,1352-53,1352/09/05,11/26/1973,1973,11,26,1276.06
1352,9,6,1352-53,1352/09/06,11/27/1973,1973,11,27,1276.06
1352,9,7,1352-53,1352/09/07,11/28/1973,1973,11,28,1276.06
1352,9,8,1352-53,1352/09/08,11/29/1973,1973,11,29,1276.06
1352,9,9,1352-53,1352/09/09,11/30/1973,1973,11,30,1276.06
1352,9,10,1352-53,1352/09/10,12/1/1973,1973,12,1,1276.06
1352,9,11,1352-53,1352/09/11,12/2/1973,1973,12,2,1276.06
1352,9,12,1352-53,1352/09/12,12/3/1973,1973,12,3,1276.05
1352,9,13,1352-53,1352/09/13,12/4/1973,1973,12,4,1276.06
1352,9,14,1352-53,1352/09/14,12/5/1973,1973,12,5,1276.06
1352,9,15,1352-53,1352/09/15,12/6/1973,1973,12,6,1276.05
1352,9,16,1352-53,1352/09/16,12/7/1973,1973,12,7,1276.04
1352,9,17,1352-53,1352/09/17,12/8/1973,1973,12,8,1276.06
1352,9,18,1352-53,1352/09/18,12/9/1973,1973,12,9,1276.06
