year_shamsi,month_shamsi,month_number_shamsi,year,month,day,t_mean,t_min,t_max,rain,ww_max,snow
"1,329",DEY,11,"1,951",JAN,1,3.1,2,9,0,3,#NULL!
"1,329",DEY,12,"1,951",JAN,2,1.8,-3,8,0,3,#NULL!
"1,329",DEY,13,"1,951",JAN,3,2.4,-2,8,19,71,#NULL!
"1,329",DEY,14,"1,951",JAN,4,2.5,2,4,1,44,#NULL!
"1,329",DEY,15,"1,951",JAN,5,-0.1,0,2,5,71,#NULL!
"1,329",DEY,16,"1,951",JAN,6,-3.1,-6,-1,0,71,#NULL!
"1,329",DEY,17,"1,951",JAN,7,-2.3,-4,-1,12,71,#NULL!
"1,329",DEY,18,"1,951",JAN,8,-4.2,-3,2,0,2,#NULL!
"1,329",DEY,19,"1,951",JAN,9,-5.1,-11,-1,0,10,#NULL!
"1,329",DEY,20,"1,951",JAN,10,-3.7,-7,1,0,3,#NULL!
"1,329",DEY,21,"1,951",JAN,11,-5,-7,1,0,3,#NULL!
"1,329",DEY,22,"1,951",JAN,12,-5.8,-9,2,0,3,#NULL!
"1,329",DEY,23,"1,951",JAN,13,-6.5,-10,-2,0,10,#NULL!
"1,329",DEY,24,"1,951",JAN,14,-7.8,-9,-3,0,10,#NULL!
"1,329",DEY,25,"1,951",JAN,15,-7.8,-10,-3,0,10,#NULL!
"1,329",DEY,26,"1,951",JAN,16,-4.7,-8,-1,5,75,#NULL!
"1,329",DEY,27,"1,951",JAN,17,-2.9,-8,0,0,10,#NULL!
"1,329",DEY,28,"1,951",JAN,18,-3.7,-4,-2,0,10,#NULL!
"1,329",DEY,29,"1,951",JAN,19,-4.1,-6,-1,0,10,#NULL!
"1,329",DEY,30,"1,951",JAN,20,-2.5,-3,-1,0,10,#NULL!
"1,329",BAH,1,"1,951",JAN,21,-0.1,-3,6,0,10,#NULL!
"1,329",BAH,2,"1,951",JAN,22,4.4,#NULL!,#NULL!,0,7,#NULL!
"1,329",BAH,3,"1,951",JAN,23,2.1,4,8,3,38,#NULL!
"1,329",BAH,4,"1,951",JAN,24,-4,-8,2,0,3,#NULL!
"1,329",BAH,5,"1,951",JAN,25,-4.1,-8,1,0,9,#NULL!
"1,329",BAH,6,"1,951",JAN,26,-6.1,-10,-2,0,2,#NULL!
"1,329",BAH,7,"1,951",JAN,27,-6.3,-13,1,0,2,#NULL!
"1,329",BAH,8,"1,951",JAN,28,-4.9,-10,3,0,2,#NULL!
"1,329",BAH,9,"1,951",JAN,29,-3.3,-9,3,0,3,#NULL!
"1,329",BAH,10,"1,951",JAN,30,-3.5,-7,1,0,10,#NULL!
"1,329",BAH,11,"1,951",JAN,31,-4.7,-7,1,0,10,#NULL!
"1,329",BAH,12,"1,951",FEB,1,-1.7,-9,4,0,3,#NULL!
"1,329",BAH,13,"1,951",FEB,2,0.8,-7,7,0,3,#NULL!
"1,329",BAH,14,"1,951",FEB,3,0.1,-5,8,0,3,#NULL!
"1,329",BAH,15,"1,951",FEB,4,0.4,-4,6,0,3,#NULL!
"1,329",BAH,16,"1,951",FEB,5,-1.1,-2,1,3,73,#NULL!
"1,329",BAH,17,"1,951",FEB,6,-4.6,-6,-1,3,73,#NULL!
"1,329",BAH,18,"1,951",FEB,7,-8.1,-9,-4,0,36,#NULL!
"1,329",BAH,19,"1,951",FEB,8,-11.4,-16,-5,0,2,#NULL!
"1,329",BAH,20,"1,951",FEB,9,-10.9,-17,-3,0,3,#NULL!
"1,329",BAH,21,"1,951",FEB,10,-9,-14,-2,0,10,#NULL!
"1,329",BAH,22,"1,951",FEB,11,-4.8,-11,1,0,3,#NULL!
"1,329",BAH,23,"1,951",FEB,12,-3.7,-7,2,0,2,#NULL!
"1,329",BAH,24,"1,951",FEB,13,-4.7,-10,3,0,3,#NULL!
"1,329",BAH,25,"1,951",FEB,14,-5.9,-12,2,0,3,#NULL!
"1,329",BAH,26,"1,951",FEB,15,-5.6,-11,3,0,2,#NULL!
"1,329",BAH,27,"1,951",FEB,16,-4.3,-11,3,0,3,#NULL!
"1,329",BAH,28,"1,951",FEB,17,-1.9,-6,2,1,73,#NULL!
"1,329",BAH,29,"1,951",FEB,18,1.2,-3,6,1,77,#NULL!
"1,329",BAH,30,"1,951",FEB,19,-0.5,0,2,29,85,#NULL!
"1,329",ESF,1,"1,951",FEB,20,-6,-7,-2,3,73,#NULL!
"1,329",ESF,2,"1,951",FEB,21,-4.5,-8,-1,0,3,#NULL!
"1,329",ESF,3,"1,951",FEB,22,-1.4,-7,6,0,3,#NULL!
"1,329",ESF,4,"1,951",FEB,23,1.3,-6,7,0,3,#NULL!
"1,329",ESF,5,"1,951",FEB,24,2.2,-2,9,0,3,#NULL!
"1,329",ESF,6,"1,951",FEB,25,3.7,-1,9,0,3,#NULL!
"1,329",ESF,7,"1,951",FEB,26,2.4,1,5,0.1,60,#NULL!
"1,329",ESF,8,"1,951",FEB,27,0.1,-2,4,0,3,#NULL!
"1,329",ESF,9,"1,951",FEB,28,-0.5,-7,7,0,3,#NULL!
"1,329",ESF,10,"1,951",MAR,1,2,-3,9,0,3,#NULL!
"1,329",ESF,11,"1,951",MAR,2,4,0,10,0,3,#NULL!
"1,329",ESF,12,"1,951",MAR,3,3.8,-1,11,0,3,#NULL!
"1,329",ESF,13,"1,951",MAR,4,4.3,-1,9,0,3,#NULL!
"1,329",ESF,14,"1,951",MAR,5,4.3,0,11,0,3,#NULL!
"1,329",ESF,15,"1,951",MAR,6,2.6,-2,9,5,65,#NULL!
"1,329",ESF,16,"1,951",MAR,7,4,0,9,0,10,#NULL!
"1,329",ESF,17,"1,951",MAR,8,3.8,-2,11,0,3,#NULL!
"1,329",ESF,18,"1,951",MAR,9,4.3,-1,11,0,71,#NULL!
"1,329",ESF,19,"1,951",MAR,10,6.8,-1,13,0.2,3,#NULL!
"1,329",ESF,20,"1,951",MAR,11,10.1,1,16,0,63,#NULL!
"1,329",ESF,21,"1,951",MAR,12,4.8,4,8,17,73,#NULL!
"1,329",ESF,22,"1,951",MAR,13,1.3,-2,5,0,22,#NULL!
"1,329",ESF,23,"1,951",MAR,14,2,-4,8,0,3,#NULL!
"1,329",ESF,24,"1,951",MAR,15,4,-3,10,0,3,#NULL!
"1,329",ESF,25,"1,951",MAR,16,4.3,-1,11,0,3,#NULL!
"1,329",ESF,26,"1,951",MAR,17,5.5,-3,13,0,2,#NULL!
"1,329",ESF,27,"1,951",MAR,18,7.5,-2,15,0,3,#NULL!
"1,329",ESF,28,"1,951",MAR,19,8.3,2,15,0,3,#NULL!
"1,329",ESF,29,"1,951",MAR,20,9,2,16,0,3,#NULL!
"1,329",ESF,30,"1,951",MAR,21,9,1,17,0,3,#NULL!
"1,330",FAR,1,"1,951",MAR,22,9.9,1,17,0,3,#NULL!
"1,330",FAR,2,"1,951",MAR,23,8.8,1,17,0,3,#NULL!
"1,330",FAR,3,"1,951",MAR,24,9.2,2,17,0,3,#NULL!
"1,330",FAR,4,"1,951",MAR,25,10.3,4,18,0,3,#NULL!
"1,330",FAR,5,"1,951",MAR,26,9.9,6,14,0,5,#NULL!
"1,330",FAR,6,"1,951",MAR,27,10,3,17,0,3,#NULL!
"1,330",FAR,7,"1,951",MAR,28,10.7,4,17,0,3,#NULL!
"1,330",FAR,8,"1,951",MAR,29,10.7,7,20,6,81,#NULL!
"1,330",FAR,9,"1,951",MAR,30,6.1,4,9,8,65,#NULL!
"1,330",FAR,10,"1,951",MAR,31,8.1,2,14,0,3,#NULL!
"1,330",FAR,11,"1,951",APR,1,8.3,2,15,0,3,#NULL!
"1,330",FAR,12,"1,951",APR,2,7.9,1,16,0,3,#NULL!
"1,330",FAR,13,"1,951",APR,3,8.2,1,16,0,3,#NULL!
"1,330",FAR,14,"1,951",APR,4,9.7,1,17,0,3,#NULL!
"1,330",FAR,15,"1,951",APR,5,10.9,4,19,0,3,#NULL!
"1,330",FAR,16,"1,951",APR,6,12.7,7,19,0,15,#NULL!
"1,330",FAR,17,"1,951",APR,7,13.8,8,20,2,25,#NULL!
"1,330",FAR,18,"1,951",APR,8,14,7,19,0,3,#NULL!
"1,330",FAR,19,"1,951",APR,9,11.4,2,18,0,3,#NULL!
"1,330",FAR,20,"1,951",APR,10,7.3,3,13,6,61,#NULL!
"1,330",FAR,21,"1,951",APR,11,8.3,4,16,0,15,#NULL!
"1,330",FAR,22,"1,951",APR,12,9.5,3,16,1,80,#NULL!
"1,330",FAR,23,"1,951",APR,13,11.7,4,18,0,3,#NULL!
"1,330",FAR,24,"1,951",APR,14,13.7,6,21,0,3,#NULL!
"1,330",FAR,25,"1,951",APR,15,14,5,22,0,3,#NULL!
"1,330",FAR,26,"1,951",APR,16,15.3,7,24,0,3,#NULL!
"1,330",FAR,27,"1,951",APR,17,17.5,9,24,0,3,#NULL!
"1,330",FAR,28,"1,951",APR,18,17,10,24,0,3,#NULL!
"1,330",FAR,29,"1,951",APR,19,12.9,13,20,11,80,#NULL!
"1,330",FAR,30,"1,951",APR,20,10.2,6,16,17,60,#NULL!
"1,330",FAR,31,"1,951",APR,21,11.1,7,17,0,20,#NULL!
"1,330",ORD,1,"1,951",APR,22,10.9,6,17,0,3,#NULL!
"1,330",ORD,2,"1,951",APR,23,12.2,5,18,0,3,#NULL!
"1,330",ORD,3,"1,951",APR,24,12.1,9,18,1,21,#NULL!
"1,330",ORD,4,"1,951",APR,25,12.3,8,21,0.4,61,#NULL!
"1,330",ORD,5,"1,951",APR,26,13.4,9,21,0,15,#NULL!
"1,330",ORD,6,"1,951",APR,27,8.7,3,15,4,61,#NULL!
"1,330",ORD,7,"1,951",APR,28,11.8,7,17,0,3,#NULL!
"1,330",ORD,8,"1,951",APR,29,13.5,7,19,0,15,#NULL!
"1,330",ORD,9,"1,951",APR,30,13.5,8,19,0.4,21,#NULL!
"1,330",ORD,10,"1,951",MAY,1,13.2,8,19,0,29,#NULL!
"1,330",ORD,11,"1,951",MAY,2,9.9,8,14,9,96,#NULL!
"1,330",ORD,12,"1,951",MAY,3,11.8,4,18,0,15,#NULL!
"1,330",ORD,13,"1,951",MAY,4,10,6,16,16,80,#NULL!
"1,330",ORD,14,"1,951",MAY,5,11.3,6,17,0,25,#NULL!
"1,330",ORD,15,"1,951",MAY,6,11.7,9,16,0,15,#NULL!
"1,330",ORD,16,"1,951",MAY,7,13.7,8,19,0,3,#NULL!
"1,330",ORD,17,"1,951",MAY,8,12.8,6,19,2,25,#NULL!
"1,330",ORD,18,"1,951",MAY,9,13.1,8,18,0,15,#NULL!
"1,330",ORD,19,"1,951",MAY,10,12.1,8,19,3,92,#NULL!
"1,330",ORD,20,"1,951",MAY,11,13.2,6,26,0,3,#NULL!
"1,330",ORD,21,"1,951",MAY,12,15.8,8,24,0,3,#NULL!
"1,330",ORD,22,"1,951",MAY,13,18.5,9,26,0,3,#NULL!
"1,330",ORD,23,"1,951",MAY,14,19.2,12,25,0,3,#NULL!
"1,330",ORD,24,"1,951",MAY,15,20,16,26,0,7,#NULL!
"1,330",ORD,25,"1,951",MAY,16,18.3,11,24,0,7,#NULL!
"1,330",ORD,26,"1,951",MAY,17,16.4,7,23,0,3,#NULL!
"1,330",ORD,27,"1,951",MAY,18,18.4,11,24,0,3,#NULL!
"1,330",ORD,28,"1,951",MAY,19,20.7,15,27,0,7,#NULL!
"1,330",ORD,29,"1,951",MAY,20,16.7,13,22,0,15,#NULL!
"1,330",ORD,30,"1,951",MAY,21,14,7,24,0,15,#NULL!
"1,330",ORD,31,"1,951",MAY,22,17,9,26,0,3,#NULL!
"1,330",KHO,1,"1,951",MAY,23,19.9,13,29,0,7,#NULL!
"1,330",KHO,2,"1,951",MAY,24,16.3,7,27,0,3,#NULL!
"1,330",KHO,3,"1,951",MAY,25,16.9,10,24,0,3,#NULL!
"1,330",KHO,4,"1,951",MAY,26,19,9,26,0,3,#NULL!
"1,330",KHO,5,"1,951",MAY,27,19.8,12,26,0,3,#NULL!
"1,330",KHO,6,"1,951",MAY,28,20.4,14,28,0,3,#NULL!
"1,330",KHO,7,"1,951",MAY,29,18.7,13,26,0,3,#NULL!
"1,330",KHO,8,"1,951",MAY,30,20.5,12,28,0,3,#NULL!
"1,330",KHO,9,"1,951",MAY,31,22.1,17,30,0,15,#NULL!
"1,330",KHO,10,"1,951",JUN,1,19.9,16,28,6,94,#NULL!
"1,330",KHO,11,"1,951",JUN,2,18.5,13,25,12,15,#NULL!
"1,330",KHO,12,"1,951",JUN,3,19,11,27,1,3,#NULL!
"1,330",KHO,13,"1,951",JUN,4,21.5,12,29,0,3,#NULL!
"1,330",KHO,14,"1,951",JUN,5,21.8,14,31,0,15,#NULL!
"1,330",KHO,15,"1,951",JUN,6,21.5,11,31,0,3,#NULL!
"1,330",KHO,16,"1,951",JUN,7,20.1,13,27,0,3,#NULL!
"1,330",KHO,17,"1,951",JUN,8,21.4,13,28,0,3,#NULL!
"1,330",KHO,18,"1,951",JUN,9,22.9,16,29,0,3,#NULL!
"1,330",KHO,19,"1,951",JUN,10,18,17,24,1,15,#NULL!
"1,330",KHO,20,"1,951",JUN,11,18.7,11,26,0,3,#NULL!
"1,330",KHO,21,"1,951",JUN,12,20.6,12,28,0,3,#NULL!
"1,330",KHO,22,"1,951",JUN,13,21.9,14,29,0,3,#NULL!
"1,330",KHO,23,"1,951",JUN,14,23.6,16,31,0,3,#NULL!
"1,330",KHO,24,"1,951",JUN,15,23,16,31,0,3,#NULL!
"1,330",KHO,25,"1,951",JUN,16,22.5,12,31,0,3,#NULL!
"1,330",KHO,26,"1,951",JUN,17,21.7,13,32,0,3,#NULL!
"1,330",KHO,27,"1,951",JUN,18,23,16,31,0,3,#NULL!
"1,330",KHO,28,"1,951",JUN,19,22.5,16,32,0,3,#NULL!
"1,330",KHO,29,"1,951",JUN,20,21.8,17,29,0,3,#NULL!
"1,330",KHO,30,"1,951",JUN,21,23.3,16,32,0,3,#NULL!
"1,330",KHO,31,"1,951",JUN,22,23,13,31,0,15,#NULL!
"1,330",TIR,1,"1,951",JUN,23,23.7,16,30,0,15,#NULL!
"1,330",TIR,2,"1,951",JUN,24,24,16,32,0,3,#NULL!
"1,330",TIR,3,"1,951",JUN,25,23.9,17,32,0,3,#NULL!
"1,330",TIR,4,"1,951",JUN,26,20.6,14,29,0,3,#NULL!
"1,330",TIR,5,"1,951",JUN,27,15.4,13,23,0,63,#NULL!
"1,330",TIR,6,"1,951",JUN,28,14.9,11,21,11,95,#NULL!
"1,330",TIR,7,"1,951",JUN,29,15.8,10,22,1,13,#NULL!
"1,330",TIR,8,"1,951",JUN,30,19.3,10,28,0,3,#NULL!
"1,330",TIR,9,"1,951",JUL,1,21.5,14,28,0,3,#NULL!
"1,330",TIR,10,"1,951",JUL,2,21.1,15,28,0,3,#NULL!
"1,330",TIR,11,"1,951",JUL,3,21.5,14,28,0,3,#NULL!
"1,330",TIR,12,"1,951",JUL,4,23.7,16,32,0,3,#NULL!
"1,330",TIR,13,"1,951",JUL,5,25.4,16,33,0,3,#NULL!
"1,330",TIR,14,"1,951",JUL,6,25.8,19,32,0,3,#NULL!
"1,330",TIR,15,"1,951",JUL,7,22,16,28,0,3,#NULL!
"1,330",TIR,16,"1,951",JUL,8,22.5,16,29,0,3,#NULL!
"1,330",TIR,17,"1,951",JUL,9,24.6,17,32,0,3,#NULL!
"1,330",TIR,18,"1,951",JUL,10,25.6,17,34,0,3,#NULL!
"1,330",TIR,19,"1,951",JUL,11,25.8,16,33,0,3,#NULL!
"1,330",TIR,20,"1,951",JUL,12,27,19,34,0,3,#NULL!
"1,330",TIR,21,"1,951",JUL,13,26.6,18,34,0,3,#NULL!
"1,330",TIR,22,"1,951",JUL,14,24.7,16,33,0,7,#NULL!
"1,330",TIR,23,"1,951",JUL,15,22.9,15,32,0,15,#NULL!
"1,330",TIR,24,"1,951",JUL,16,22.9,16,31,0,15,#NULL!
"1,330",TIR,25,"1,951",JUL,17,24.6,18,32,0,15,#NULL!
"1,330",TIR,26,"1,951",JUL,18,24.3,17,31,0,3,#NULL!
"1,330",TIR,27,"1,951",JUL,19,25.4,18,32,0,15,#NULL!
"1,330",TIR,28,"1,951",JUL,20,26.8,18,34,0,3,#NULL!
"1,330",TIR,29,"1,951",JUL,21,27.2,21,34,0,3,#NULL!
"1,330",TIR,30,"1,951",JUL,22,26.1,19,36,0,2,#NULL!
"1,330",TIR,31,"1,951",JUL,23,25.2,16,33,0,3,#NULL!
"1,330",MOR,1,"1,951",JUL,24,23.7,18,30,0,3,#NULL!
"1,330",MOR,2,"1,951",JUL,25,26.3,17,36,0,3,#NULL!
"1,330",MOR,3,"1,951",JUL,26,28.9,21,38,0,3,#NULL!
"1,330",MOR,4,"1,951",JUL,27,29.7,22,37,0,3,#NULL!
"1,330",MOR,5,"1,951",JUL,28,30.5,23,38,0,3,#NULL!
"1,330",MOR,6,"1,951",JUL,29,29.9,23,36,0,2,#NULL!
"1,330",MOR,7,"1,951",JUL,30,28,18,36,0,3,#NULL!
"1,330",MOR,8,"1,951",JUL,31,24.2,16,34,0,2,#NULL!
"1,330",MOR,9,"1,951",AUG,1,24.2,13,32,0,3,#NULL!
"1,330",MOR,10,"1,951",AUG,2,23.8,17,31,0,3,#NULL!
"1,330",MOR,11,"1,951",AUG,3,24.9,17,32,0,3,#NULL!
"1,330",MOR,12,"1,951",AUG,4,24.8,18,32,0,3,#NULL!
"1,330",MOR,13,"1,951",AUG,5,22,17,29,0,3,#NULL!
"1,330",MOR,14,"1,951",AUG,6,20.4,16,28,0,7,#NULL!
"1,330",MOR,15,"1,951",AUG,7,21.2,14,28,0,7,#NULL!
"1,330",MOR,16,"1,951",AUG,8,23.5,16,33,0,3,#NULL!
"1,330",MOR,17,"1,951",AUG,9,24.5,19,32,0,3,#NULL!
"1,330",MOR,18,"1,951",AUG,10,22.7,19,29,0,3,#NULL!
"1,330",MOR,19,"1,951",AUG,11,22.8,17,29,0,3,#NULL!
"1,330",MOR,20,"1,951",AUG,12,23.3,16,31,0,3,#NULL!
"1,330",MOR,21,"1,951",AUG,13,25.4,16,33,0,3,#NULL!
"1,330",MOR,22,"1,951",AUG,14,24,19,34,2,95,#NULL!
"1,330",MOR,23,"1,951",AUG,15,22.7,18,32,0.5,29,#NULL!
"1,330",MOR,24,"1,951",AUG,16,22.6,14,31,0,15,#NULL!
"1,330",MOR,25,"1,951",AUG,17,23.6,15,31,0,15,#NULL!
"1,330",MOR,26,"1,951",AUG,18,24.7,18,32,0,15,#NULL!
"1,330",MOR,27,"1,951",AUG,19,25.9,19,33,0,15,#NULL!
"1,330",MOR,28,"1,951",AUG,20,27,16,36,0,15,#NULL!
"1,330",MOR,29,"1,951",AUG,21,28.1,21,37,0,3,#NULL!
"1,330",MOR,30,"1,951",AUG,22,28.8,22,36,0,3,#NULL!
"1,330",MOR,31,"1,951",AUG,23,28.2,22,37,0,3,#NULL!
"1,330",SHA,1,"1,951",AUG,24,27.1,18,35,0,3,#NULL!
"1,330",SHA,2,"1,951",AUG,25,25.7,19,34,0,3,#NULL!
"1,330",SHA,3,"1,951",AUG,26,26.2,17,36,0,3,#NULL!
"1,330",SHA,4,"1,951",AUG,27,24.6,18,32,0,3,#NULL!
"1,330",SHA,5,"1,951",AUG,28,24.2,17,33,0,3,#NULL!
"1,330",SHA,6,"1,951",AUG,29,24.4,16,33,0,3,#NULL!
"1,330",SHA,7,"1,951",AUG,30,24.5,18,32,0,15,#NULL!
"1,330",SHA,8,"1,951",AUG,31,23.1,16,31,0,3,#NULL!
"1,330",SHA,9,"1,951",SEP,1,23.9,16,32,0,3,#NULL!
"1,330",SHA,10,"1,951",SEP,2,24.7,18,33,0,3,#NULL!
"1,330",SHA,11,"1,951",SEP,3,24.7,17,33,0,3,#NULL!
"1,330",SHA,12,"1,951",SEP,4,23.5,17,31,0,3,#NULL!
"1,330",SHA,13,"1,951",SEP,5,22.7,16,30,0,3,#NULL!
"1,330",SHA,14,"1,951",SEP,6,21.7,17,31,0,15,#NULL!
"1,330",SHA,15,"1,951",SEP,7,20.4,16,27,0,15,#NULL!
"1,330",SHA,16,"1,951",SEP,8,21.1,14,29,0,15,#NULL!
"1,330",SHA,17,"1,951",SEP,9,21.8,16,29,0,15,#NULL!
"1,330",SHA,18,"1,951",SEP,10,22.3,14,31,0,3,#NULL!
"1,330",SHA,19,"1,951",SEP,11,22,13,31,0,15,#NULL!
"1,330",SHA,20,"1,951",SEP,12,20.4,16,29,0,3,#NULL!
"1,330",SHA,21,"1,951",SEP,13,16.6,12,26,0,3,#NULL!
"1,330",SHA,22,"1,951",SEP,14,18.5,12,26,0,3,#NULL!
"1,330",SHA,23,"1,951",SEP,15,20.5,12,28,0,3,#NULL!
"1,330",SHA,24,"1,951",SEP,16,22.1,14,31,0,3,#NULL!
"1,330",SHA,25,"1,951",SEP,17,19.7,12,27,0,3,#NULL!
"1,330",SHA,26,"1,951",SEP,18,18,9,25,0,3,#NULL!
"1,330",SHA,27,"1,951",SEP,19,18.4,11,27,0,3,#NULL!
"1,330",SHA,28,"1,951",SEP,20,18.9,12,27,0,15,#NULL!
"1,330",SHA,29,"1,951",SEP,21,19.6,13,27,0,3,#NULL!
"1,330",SHA,30,"1,951",SEP,22,20.9,14,28,0,14,#NULL!
"1,330",SHA,31,"1,951",SEP,23,22.6,18,29,0,3,#NULL!
"1,330",MEH,1,"1,951",SEP,24,18.5,13,27,0,15,#NULL!
"1,330",MEH,2,"1,951",SEP,25,14.7,11,22,0,15,#NULL!
"1,330",MEH,3,"1,951",SEP,26,13.8,10,22,0,3,#NULL!
"1,330",MEH,4,"1,951",SEP,27,13.5,8,24,0,3,#NULL!
"1,330",MEH,5,"1,951",SEP,28,16.9,9,25,0,3,#NULL!
"1,330",MEH,6,"1,951",SEP,29,20.2,14,29,0,3,#NULL!
"1,330",MEH,7,"1,951",SEP,30,19.1,8,27,0,3,#NULL!
"1,330",MEH,8,"1,951",OCT,1,19,13,27,0,3,#NULL!
"1,330",MEH,9,"1,951",OCT,2,18.4,9,25,0,3,#NULL!
"1,330",MEH,10,"1,951",OCT,3,18.4,8,28,0,15,#NULL!
"1,330",MEH,11,"1,951",OCT,4,14.4,11,22,2,63,#NULL!
"1,330",MEH,12,"1,951",OCT,5,11.4,8,17,6,3,#NULL!
"1,330",MEH,13,"1,951",OCT,6,13.2,6,19,0,3,#NULL!
"1,330",MEH,14,"1,951",OCT,7,13.8,9,19,0,63,#NULL!
"1,330",MEH,15,"1,951",OCT,8,12.9,11,16,9,63,#NULL!
"1,330",MEH,16,"1,951",OCT,9,13,7,19,0,3,#NULL!
"1,330",MEH,17,"1,951",OCT,10,10.2,9,14,13,65,#NULL!
"1,330",MEH,18,"1,951",OCT,11,8.1,2,13,0,3,#NULL!
"1,330",MEH,19,"1,951",OCT,12,7.9,3,14,0,3,#NULL!
"1,330",MEH,20,"1,951",OCT,13,10.1,3,16,0,60,#NULL!
"1,330",MEH,21,"1,951",OCT,14,11.8,7,18,13,65,#NULL!
"1,330",MEH,22,"1,951",OCT,15,11.7,7,15,2,66,#NULL!
"1,330",MEH,23,"1,951",OCT,16,13.1,9,18,2,3,#NULL!
"1,330",MEH,24,"1,951",OCT,17,13.8,10,20,0,3,#NULL!
"1,330",MEH,25,"1,951",OCT,18,9.2,5,15,0,3,#NULL!
"1,330",MEH,26,"1,951",OCT,19,9.4,4,15,0,3,#NULL!
"1,330",MEH,27,"1,951",OCT,20,7.9,6,14,0,15,#NULL!
"1,330",MEH,28,"1,951",OCT,21,5.9,-1,12,0,3,#NULL!
"1,330",MEH,29,"1,951",OCT,22,8.1,3,16,0,3,#NULL!
"1,330",MEH,30,"1,951",OCT,23,9,1,14,0,15,#NULL!
"1,330",ABA,1,"1,951",OCT,24,10.4,6,16,0,3,#NULL!
"1,330",ABA,2,"1,951",OCT,25,9.4,5,14,0,3,#NULL!
"1,330",ABA,3,"1,951",OCT,26,9.2,4,15,0,3,#NULL!
"1,330",ABA,4,"1,951",OCT,27,9.9,4,14,0,61,#NULL!
"1,330",ABA,5,"1,951",OCT,28,13.5,8,18,0,3,#NULL!
"1,330",ABA,6,"1,951",OCT,29,8.4,7,11,6.2,65,#NULL!
"1,330",ABA,7,"1,951",OCT,30,3.7,1,5,8,95,#NULL!
"1,330",ABA,8,"1,951",OCT,31,1.9,1,3,3,71,#NULL!
"1,330",ABA,9,"1,951",NOV,1,3.9,1,9,0,3,#NULL!
"1,330",ABA,10,"1,951",NOV,2,4.9,3,6,1,60,#NULL!
"1,330",ABA,11,"1,951",NOV,3,6,4,12,0,3,#NULL!
"1,330",ABA,12,"1,951",NOV,4,5.8,0,11,0,3,#NULL!
"1,330",ABA,13,"1,951",NOV,5,8.2,1,14,0,3,#NULL!
"1,330",ABA,14,"1,951",NOV,6,8.7,6,14,0.2,15,#NULL!
"1,330",ABA,15,"1,951",NOV,7,7.8,4,12,0,21,#NULL!
"1,330",ABA,16,"1,951",NOV,8,8.7,6,14,0,15,#NULL!
"1,330",ABA,17,"1,951",NOV,9,3.7,2,8,0.4,77,#NULL!
"1,330",ABA,18,"1,951",NOV,10,2.8,-2,9,0,3,#NULL!
"1,330",ABA,19,"1,951",NOV,11,3.8,-2,10,0,3,#NULL!
"1,330",ABA,20,"1,951",NOV,12,3.8,-2,9,0,3,#NULL!
"1,330",ABA,21,"1,951",NOV,13,5.2,-2,12,0,3,#NULL!
"1,330",ABA,22,"1,951",NOV,14,7.8,2,14,0,3,#NULL!
"1,330",ABA,23,"1,951",NOV,15,8.9,3,16,0,3,#NULL!
"1,330",ABA,24,"1,951",NOV,16,7.8,2,16,0,3,#NULL!
"1,330",ABA,25,"1,951",NOV,17,8.4,4,15,0,3,#NULL!
"1,330",ABA,26,"1,951",NOV,18,9.5,4,16,0,3,#NULL!
"1,330",ABA,27,"1,951",NOV,19,7.3,4,13,0,2,#NULL!
"1,330",ABA,28,"1,951",NOV,20,4.1,1,9,0,3,#NULL!
"1,330",ABA,29,"1,951",NOV,21,3.5,0,7,0,3,#NULL!
"1,330",ABA,30,"1,951",NOV,22,2.4,0,8,0,15,#NULL!
"1,330",AZA,1,"1,951",NOV,23,2.1,-3,8,0,3,#NULL!
"1,330",AZA,2,"1,951",NOV,24,3.5,-3,11,0,3,#NULL!
"1,330",AZA,3,"1,951",NOV,25,3.5,-1,9,0,3,#NULL!
"1,330",AZA,4,"1,951",NOV,26,3.6,-1,8,2,61,#NULL!
"1,330",AZA,5,"1,951",NOV,27,4,2,11,13.5,63,#NULL!
"1,330",AZA,6,"1,951",NOV,28,4.6,0,11,0,3,#NULL!
"1,330",AZA,7,"1,951",NOV,29,4.7,2,10,0,3,#NULL!
"1,330",AZA,8,"1,951",NOV,30,6.8,2,13,0,51,#NULL!
"1,330",AZA,9,"1,951",DEC,1,4.5,-1,11,0,3,#NULL!
"1,330",AZA,10,"1,951",DEC,2,5.6,2,11,3,21,#NULL!
"1,330",AZA,11,"1,951",DEC,3,3.4,2,8,7,67,#NULL!
"1,330",AZA,12,"1,951",DEC,4,3.7,1,9,1,21,#NULL!
"1,330",AZA,13,"1,951",DEC,5,2.3,-2,7,1,15,#NULL!
"1,330",AZA,14,"1,951",DEC,6,-1.2,-1,5,11,75,#NULL!
"1,330",AZA,15,"1,951",DEC,7,-4.9,-11,1,0,2,#NULL!
"1,330",AZA,16,"1,951",DEC,8,-2.7,-6,3,0,2,#NULL!
"1,330",AZA,17,"1,951",DEC,9,-2,-6,3,0,3,#NULL!
"1,330",AZA,18,"1,951",DEC,10,-0.5,-6,8,0,3,#NULL!
"1,330",AZA,19,"1,951",DEC,11,-0.8,-5,6,0,3,#NULL!
"1,330",AZA,20,"1,951",DEC,12,0.4,-5,8,0,3,#NULL!
