year_shamsi,month_shamsi,month_number_shamsi,year,month,day,t_mean,t_min,t_max,rain,ww_max,snow
"1,345",BAH,26,"1,967",FEB,15,-1.8,-4,0,5,73,#NULL!
"1,345",BAH,27,"1,967",FEB,16,-1.1,-3,3,0,22,#NULL!
"1,345",BAH,28,"1,967",FEB,17,-4.7,-5,1,0,2,#NULL!
"1,345",BAH,29,"1,967",FEB,18,-6.4,-12,2,0,3,#NULL!
"1,345",BAH,30,"1,967",FEB,19,-5.7,-13,1,0,3,#NULL!
"1,345",ESF,1,"1,967",FEB,20,-2.7,-6,2,0.1,70,#NULL!
"1,345",ESF,2,"1,967",FEB,21,-2.6,-5,2,0,16,#NULL!
"1,345",ESF,3,"1,967",FEB,22,-2.2,-5,1,0.3,71,#NULL!
"1,345",ESF,4,"1,967",FEB,23,0.3,-3,5,0.5,71,#NULL!
"1,345",ESF,5,"1,967",FEB,24,0,-1,2,1,21,#NULL!
"1,345",ESF,6,"1,967",FEB,25,-2.2,-4,1,1,2,#NULL!
"1,345",ESF,7,"1,967",FEB,26,-4.5,-5,-3,2,71,#NULL!
"1,345",ESF,8,"1,967",FEB,27,-5.3,-12,3,0,3,#NULL!
"1,345",ESF,9,"1,967",FEB,28,-4.9,-8,0,0,3,#NULL!
"1,345",ESF,10,"1,967",MAR,1,-4.7,-10,1,0,3,#NULL!
"1,345",ESF,11,"1,967",MAR,2,-2.8,-8,4,0,3,#NULL!
"1,345",ESF,12,"1,967",MAR,3,0.7,-6,8,0,3,#NULL!
"1,345",ESF,13,"1,967",MAR,4,5.3,-2,13,0,16,#NULL!
"1,345",ESF,14,"1,967",MAR,5,3.8,2,8,13,80,#NULL!
"1,345",ESF,15,"1,967",MAR,6,3.1,0,8,0.1,2,#NULL!
"1,345",ESF,16,"1,967",MAR,7,2.3,-3,8,0,26,#NULL!
"1,345",ESF,17,"1,967",MAR,8,0.5,0,3,2.5,86,#NULL!
"1,345",ESF,18,"1,967",MAR,9,-0.6,-4,4,0,2,#NULL!
"1,345",ESF,19,"1,967",MAR,10,1.2,-3,7,0,3,#NULL!
"1,345",ESF,20,"1,967",MAR,11,2.1,-4,8,0,2,#NULL!
"1,345",ESF,21,"1,967",MAR,12,2.4,-3,7,0,3,#NULL!
"1,345",ESF,22,"1,967",MAR,13,2.4,-1,7,0,3,#NULL!
"1,345",ESF,23,"1,967",MAR,14,2.4,-1,7,0,16,#NULL!
"1,345",ESF,24,"1,967",MAR,15,2.6,-4,9,0,3,#NULL!
"1,345",ESF,25,"1,967",MAR,16,5.5,-2,13,0,2,#NULL!
"1,345",ESF,26,"1,967",MAR,17,3.5,0,7,15,81,#NULL!
"1,345",ESF,27,"1,967",MAR,18,3.7,0,8,0.1,15,#NULL!
"1,345",ESF,28,"1,967",MAR,19,4.6,-2,11,0.1,3,#NULL!
"1,345",ESF,29,"1,967",MAR,20,4.9,0,11,0,3,#NULL!
"1,346",FAR,1,"1,967",MAR,21,5.5,0,11,0,16,#NULL!
"1,346",FAR,2,"1,967",MAR,22,3.5,4,9,2,80,#NULL!
"1,346",FAR,3,"1,967",MAR,23,3.1,1,5,2,70,#NULL!
"1,346",FAR,4,"1,967",MAR,24,4.3,1,8,0,16,#NULL!
"1,346",FAR,5,"1,967",MAR,25,4.4,0,8,0.6,16,#NULL!
"1,346",FAR,6,"1,967",MAR,26,5.8,2,10,0,2,#NULL!
"1,346",FAR,7,"1,967",MAR,27,2.7,3,10,10,73,#NULL!
"1,346",FAR,8,"1,967",MAR,28,0.1,-2,2,0.4,70,#NULL!
"1,346",FAR,9,"1,967",MAR,29,0.5,-4,5,0,3,#NULL!
"1,346",FAR,10,"1,967",MAR,30,1.7,-3,6,0,15,#NULL!
"1,346",FAR,11,"1,967",MAR,31,0.5,-3,4,0.4,72,#NULL!
"1,346",FAR,12,"1,967",APR,1,0.8,-4,5,0,3,#NULL!
"1,346",FAR,13,"1,967",APR,2,3.3,-4,9,0,3,#NULL!
"1,346",FAR,14,"1,967",APR,3,6.7,0,14,0,3,#NULL!
"1,346",FAR,15,"1,967",APR,4,9,3,15,0,3,#NULL!
"1,346",FAR,16,"1,967",APR,5,7.2,6,11,1,25,#NULL!
"1,346",FAR,17,"1,967",APR,6,6.7,0,11,0,16,#NULL!
"1,346",FAR,18,"1,967",APR,7,7.7,0,13,0,3,#NULL!
"1,346",FAR,19,"1,967",APR,8,6.1,3,9,1.5,16,#NULL!
"1,346",FAR,20,"1,967",APR,9,6.6,1,12,0,3,#NULL!
"1,346",FAR,21,"1,967",APR,10,7.3,0,13,0,3,#NULL!
"1,346",FAR,22,"1,967",APR,11,8.8,3,15,0,13,#NULL!
"1,346",FAR,23,"1,967",APR,12,3.8,2,10,7.2,83,#NULL!
"1,346",FAR,24,"1,967",APR,13,2.3,0,6,5.6,73,#NULL!
"1,346",FAR,25,"1,967",APR,14,3.9,-1,9,0,3,#NULL!
"1,346",FAR,26,"1,967",APR,15,6.4,-1,13,0,3,#NULL!
"1,346",FAR,27,"1,967",APR,16,9.4,-1,17,0,3,#NULL!
"1,346",FAR,28,"1,967",APR,17,11.5,6,18,0.2,15,#NULL!
"1,346",FAR,29,"1,967",APR,18,9,5,16,0,60,#NULL!
"1,346",FAR,30,"1,967",APR,19,7.2,3,12,2.1,61,#NULL!
"1,346",FAR,31,"1,967",APR,20,9.6,2,17,0.2,3,#NULL!
"1,346",ORD,1,"1,967",APR,21,12.8,8,18,0,7,#NULL!
"1,346",ORD,2,"1,967",APR,22,11.2,5,17,0,16,#NULL!
"1,346",ORD,3,"1,967",APR,23,11.4,5,18,0,60,#NULL!
"1,346",ORD,4,"1,967",APR,24,9.4,8,14,4,80,#NULL!
"1,346",ORD,5,"1,967",APR,25,8.6,7,13,1.3,60,#NULL!
"1,346",ORD,6,"1,967",APR,26,8.3,4,12,0,61,#NULL!
"1,346",ORD,7,"1,967",APR,27,9.2,6,13,3.2,61,#NULL!
"1,346",ORD,8,"1,967",APR,28,8.7,4,13,9.3,61,#NULL!
"1,346",ORD,9,"1,967",APR,29,9.6,5,14,0,3,#NULL!
"1,346",ORD,10,"1,967",APR,30,11.4,6,16,0,13,#NULL!
"1,346",ORD,11,"1,967",MAY,1,13,7,18,0,3,#NULL!
"1,346",ORD,12,"1,967",MAY,2,14.8,9,21,0,3,#NULL!
"1,346",ORD,13,"1,967",MAY,3,17.4,11,24,0.5,80,#NULL!
"1,346",ORD,14,"1,967",MAY,4,14.6,12,22,6.1,80,#NULL!
"1,346",ORD,15,"1,967",MAY,5,13.4,10,18,6,61,#NULL!
"1,346",ORD,16,"1,967",MAY,6,13.6,11,19,0,2,#NULL!
"1,346",ORD,17,"1,967",MAY,7,15.1,6,22,0,3,#NULL!
"1,346",ORD,18,"1,967",MAY,8,14.8,9,19,0.6,16,#NULL!
"1,346",ORD,19,"1,967",MAY,9,16.5,12,22,0,3,#NULL!
"1,346",ORD,20,"1,967",MAY,10,15.9,13,21,0.4,95,#NULL!
"1,346",ORD,21,"1,967",MAY,11,16.3,10,22,2,3,#NULL!
"1,346",ORD,22,"1,967",MAY,12,17.5,13,22,0,16,#NULL!
"1,346",ORD,23,"1,967",MAY,13,15.6,12,23,3,97,#NULL!
"1,346",ORD,24,"1,967",MAY,14,15,8,21,23,95,#NULL!
"1,346",ORD,25,"1,967",MAY,15,15.7,9,22,0,3,#NULL!
"1,346",ORD,26,"1,967",MAY,16,14.5,11,19,1,80,#NULL!
"1,346",ORD,27,"1,967",MAY,17,14,11,22,0.2,62,#NULL!
"1,346",ORD,28,"1,967",MAY,18,12.7,8,18,12,63,#NULL!
"1,346",ORD,29,"1,967",MAY,19,13.6,10,19,4,81,#NULL!
"1,346",ORD,30,"1,967",MAY,20,16,9,22,1,42,#NULL!
"1,346",ORD,31,"1,967",MAY,21,18.3,12,24,0,3,#NULL!
"1,346",KHO,1,"1,967",MAY,22,19.4,12,25,0,2,#NULL!
"1,346",KHO,2,"1,967",MAY,23,20.5,13,26,0,3,#NULL!
"1,346",KHO,3,"1,967",MAY,24,20.1,15,27,0,17,#NULL!
"1,346",KHO,4,"1,967",MAY,25,16.9,8,21,16,95,#NULL!
"1,346",KHO,5,"1,967",MAY,26,18.9,12,25,0,3,#NULL!
"1,346",KHO,6,"1,967",MAY,27,17.7,12,23,0,16,#NULL!
"1,346",KHO,7,"1,967",MAY,28,18.1,10,24,0,2,#NULL!
"1,346",KHO,8,"1,967",MAY,29,18.2,11,25,0,3,#NULL!
"1,346",KHO,9,"1,967",MAY,30,18,11,25,0,91,#NULL!
"1,346",KHO,10,"1,967",MAY,31,17.5,12,22,0.3,25,#NULL!
"1,346",KHO,11,"1,967",JUN,1,14.9,9,22,1,16,#NULL!
"1,346",KHO,12,"1,967",JUN,2,18.1,9,24,0,3,#NULL!
"1,346",KHO,13,"1,967",JUN,3,20.1,12,26,0,7,#NULL!
"1,346",KHO,14,"1,967",JUN,4,15.6,10,23,0,16,#NULL!
"1,346",KHO,15,"1,967",JUN,5,10.4,5,15,1,80,#NULL!
"1,346",KHO,16,"1,967",JUN,6,13.5,6,19,0,3,#NULL!
"1,346",KHO,17,"1,967",JUN,7,17.8,8,25,0,3,#NULL!
"1,346",KHO,18,"1,967",JUN,8,19.8,11,27,0,16,#NULL!
"1,346",KHO,19,"1,967",JUN,9,19.2,12,26,0,95,#NULL!
"1,346",KHO,20,"1,967",JUN,10,18.3,11,25,0.2,13,#NULL!
"1,346",KHO,21,"1,967",JUN,11,19,13,25,0,16,#NULL!
"1,346",KHO,22,"1,967",JUN,12,19.6,10,26,0,16,#NULL!
"1,346",KHO,23,"1,967",JUN,13,20.5,13,27,0,2,#NULL!
"1,346",KHO,24,"1,967",JUN,14,22.3,13,29,0,3,#NULL!
"1,346",KHO,25,"1,967",JUN,15,24.3,18,31,0,3,#NULL!
"1,346",KHO,26,"1,967",JUN,16,25.7,18,34,0,2,#NULL!
"1,346",KHO,27,"1,967",JUN,17,24.6,15,32,0,2,#NULL!
"1,346",KHO,28,"1,967",JUN,18,23.3,13,29,0,2,#NULL!
"1,346",KHO,29,"1,967",JUN,19,19,15,26,4,29,#NULL!
"1,346",KHO,30,"1,967",JUN,20,18.8,10,25,0,16,#NULL!
"1,346",KHO,31,"1,967",JUN,21,19.2,12,26,1,60,#NULL!
"1,346",TIR,1,"1,967",JUN,22,22.1,13,30,0.1,7,#NULL!
"1,346",TIR,2,"1,967",JUN,23,20.4,13,27,0,5,#NULL!
"1,346",TIR,3,"1,967",JUN,24,21.4,15,28,0,3,#NULL!
"1,346",TIR,4,"1,967",JUN,25,22,14,29,0,9,#NULL!
"1,346",TIR,5,"1,967",JUN,26,21.2,16,28,0,2,#NULL!
"1,346",TIR,6,"1,967",JUN,27,21.4,15,29,0,5,#NULL!
"1,346",TIR,7,"1,967",JUN,28,21.3,16,28,0,5,#NULL!
"1,346",TIR,8,"1,967",JUN,29,19.8,12,28,0,5,#NULL!
"1,346",TIR,9,"1,967",JUN,30,21.1,14,27,0,3,#NULL!
"1,346",TIR,10,"1,967",JUL,1,20.6,14,26,0,3,#NULL!
"1,346",TIR,11,"1,967",JUL,2,21.5,15,27,0,3,#NULL!
"1,346",TIR,12,"1,967",JUL,3,21.6,15,28,0,3,#NULL!
"1,346",TIR,13,"1,967",JUL,4,23.4,16,30,0,3,#NULL!
"1,346",TIR,14,"1,967",JUL,5,24.7,17,33,0,5,#NULL!
"1,346",TIR,15,"1,967",JUL,6,24.5,17,32,0,3,#NULL!
"1,346",TIR,16,"1,967",JUL,7,24.8,16,31,0,2,#NULL!
"1,346",TIR,17,"1,967",JUL,8,25.7,19,32,0,3,#NULL!
"1,346",TIR,18,"1,967",JUL,9,24.6,19,31,0,3,#NULL!
"1,346",TIR,19,"1,967",JUL,10,24,19,30,0,3,#NULL!
"1,346",TIR,20,"1,967",JUL,11,22.7,16,29,0,3,#NULL!
"1,346",TIR,21,"1,967",JUL,12,24.1,17,30,0,3,#NULL!
"1,346",TIR,22,"1,967",JUL,13,25.5,19,32,0,2,#NULL!
"1,346",TIR,23,"1,967",JUL,14,25.4,18,33,0,2,#NULL!
"1,346",TIR,24,"1,967",JUL,15,26.1,18,33,0,2,#NULL!
"1,346",TIR,25,"1,967",JUL,16,25.7,20,31,0,3,#NULL!
"1,346",TIR,26,"1,967",JUL,17,23.5,18,29,0,7,#NULL!
"1,346",TIR,27,"1,967",JUL,18,21.6,17,27,0,3,#NULL!
"1,346",TIR,28,"1,967",JUL,19,22.3,17,30,0,3,#NULL!
"1,346",TIR,29,"1,967",JUL,20,23.1,18,30,0,7,#NULL!
"1,346",TIR,30,"1,967",JUL,21,23.7,15,31,0,7,#NULL!
"1,346",TIR,31,"1,967",JUL,22,23.2,18,29,0,2,#NULL!
"1,346",MOR,1,"1,967",JUL,23,25.5,17,34,0,2,#NULL!
"1,346",MOR,2,"1,967",JUL,24,24.2,20,31,0,7,#NULL!
"1,346",MOR,3,"1,967",JUL,25,19.7,14,24,0,7,#NULL!
"1,346",MOR,4,"1,967",JUL,26,20.3,14,27,0,3,#NULL!
"1,346",MOR,5,"1,967",JUL,27,21.4,16,28,0,3,#NULL!
"1,346",MOR,6,"1,967",JUL,28,22.3,16,29,0,3,#NULL!
"1,346",MOR,7,"1,967",JUL,29,24.1,17,32,0,16,#NULL!
"1,346",MOR,8,"1,967",JUL,30,25,19,32,0,5,#NULL!
"1,346",MOR,9,"1,967",JUL,31,24.3,17,30,0,3,#NULL!
"1,346",MOR,10,"1,967",AUG,1,24.1,18,30,0,2,#NULL!
"1,346",MOR,11,"1,967",AUG,2,25.6,18,33,0,6,#NULL!
"1,346",MOR,12,"1,967",AUG,3,27.7,19,37,0,5,#NULL!
"1,346",MOR,13,"1,967",AUG,4,28.4,22,37,0,7,#NULL!
"1,346",MOR,14,"1,967",AUG,5,28.1,25,36,0,7,#NULL!
"1,346",MOR,15,"1,967",AUG,6,27.2,20,36,0,15,#NULL!
"1,346",MOR,16,"1,967",AUG,7,25.5,19,33,0,7,#NULL!
"1,346",MOR,17,"1,967",AUG,8,25.7,19,33,0,5,#NULL!
"1,346",MOR,18,"1,967",AUG,9,25.7,19,33,0,2,#NULL!
"1,346",MOR,19,"1,967",AUG,10,25.1,18,32,0,3,#NULL!
"1,346",MOR,20,"1,967",AUG,11,24,17,30,0,2,#NULL!
"1,346",MOR,21,"1,967",AUG,12,24.8,19,31,0,3,#NULL!
"1,346",MOR,22,"1,967",AUG,13,25,19,31,0,3,#NULL!
"1,346",MOR,23,"1,967",AUG,14,25.7,19,33,0,3,#NULL!
"1,346",MOR,24,"1,967",AUG,15,25.5,19,32,0,3,#NULL!
"1,346",MOR,25,"1,967",AUG,16,26.6,20,32,0,2,#NULL!
"1,346",MOR,26,"1,967",AUG,17,27.5,20,34,0,3,#NULL!
"1,346",MOR,27,"1,967",AUG,18,24.6,20,30,0,3,#NULL!
"1,346",MOR,28,"1,967",AUG,19,24.2,17,31,0,5,#NULL!
"1,346",MOR,29,"1,967",AUG,20,25.7,20,33,0,5,#NULL!
"1,346",MOR,30,"1,967",AUG,21,25,19,32,0,3,#NULL!
"1,346",MOR,31,"1,967",AUG,22,25.3,19,32,0,2,#NULL!
"1,346",SHA,1,"1,967",AUG,23,25.7,19,32,0,2,#NULL!
"1,346",SHA,2,"1,967",AUG,24,25.3,20,32,0,5,#NULL!
"1,346",SHA,3,"1,967",AUG,25,26.1,20,34,0,3,#NULL!
"1,346",SHA,4,"1,967",AUG,26,25.4,19,31,0,5,#NULL!
"1,346",SHA,5,"1,967",AUG,27,23.4,18,27,0,7,#NULL!
"1,346",SHA,6,"1,967",AUG,28,23.4,16,28,0,2,#NULL!
"1,346",SHA,7,"1,967",AUG,29,24.2,18,30,0,3,#NULL!
"1,346",SHA,8,"1,967",AUG,30,25.7,20,32,0,2,#NULL!
"1,346",SHA,9,"1,967",AUG,31,25,19,31,0,2,#NULL!
"1,346",SHA,10,"1,967",SEP,1,24.2,19,31,0,2,#NULL!
"1,346",SHA,11,"1,967",SEP,2,23,17,29,0,2,#NULL!
"1,346",SHA,12,"1,967",SEP,3,24.2,16,31,0,2,#NULL!
"1,346",SHA,13,"1,967",SEP,4,23.8,15,31,0,2,#NULL!
"1,346",SHA,14,"1,967",SEP,5,24,14,31,0,2,#NULL!
"1,346",SHA,15,"1,967",SEP,6,24.6,18,32,0,2,#NULL!
"1,346",SHA,16,"1,967",SEP,7,22.7,16,30,0,5,#NULL!
"1,346",SHA,17,"1,967",SEP,8,22.3,15,29,0,3,#NULL!
"1,346",SHA,18,"1,967",SEP,9,21.6,15,28,0,16,#NULL!
"1,346",SHA,19,"1,967",SEP,10,21.9,15,30,0,3,#NULL!
"1,346",SHA,20,"1,967",SEP,11,18,14,24,0,3,#NULL!
"1,346",SHA,21,"1,967",SEP,12,17.4,11,25,0,3,#NULL!
"1,346",SHA,22,"1,967",SEP,13,19.8,12,27,0,3,#NULL!
"1,346",SHA,23,"1,967",SEP,14,21.2,13,29,0,2,#NULL!
"1,346",SHA,24,"1,967",SEP,15,23.5,15,31,0,6,#NULL!
"1,346",SHA,25,"1,967",SEP,16,24,18,31,0,5,#NULL!
"1,346",SHA,26,"1,967",SEP,17,22.3,13,29,0,3,#NULL!
"1,346",SHA,27,"1,967",SEP,18,20.5,14,28,0,3,#NULL!
"1,346",SHA,28,"1,967",SEP,19,19,12,26,0,80,#NULL!
"1,346",SHA,29,"1,967",SEP,20,17.6,11,24,1,3,#NULL!
"1,346",SHA,30,"1,967",SEP,21,18.5,12,26,0,3,#NULL!
"1,346",SHA,31,"1,967",SEP,22,17.4,12,25,0,3,#NULL!
"1,346",MEH,1,"1,967",SEP,23,16,10,22,2.3,95,#NULL!
"1,346",MEH,2,"1,967",SEP,24,15.4,9,21,0,5,#NULL!
"1,346",MEH,3,"1,967",SEP,25,14.8,9,21,0,5,#NULL!
"1,346",MEH,4,"1,967",SEP,26,15.5,10,22,0,60,#NULL!
"1,346",MEH,5,"1,967",SEP,27,15.7,7,23,0.6,16,#NULL!
"1,346",MEH,6,"1,967",SEP,28,15.3,8,22,0.6,16,#NULL!
"1,346",MEH,7,"1,967",SEP,29,14.6,6,22,4,3,#NULL!
"1,346",MEH,8,"1,967",SEP,30,16.6,9,22,0,3,#NULL!
"1,346",MEH,9,"1,967",OCT,1,15.6,9,21,0,3,#NULL!
"1,346",MEH,10,"1,967",OCT,2,13.6,10,18,0,16,#NULL!
"1,346",MEH,11,"1,967",OCT,3,15.5,9,22,0,60,#NULL!
"1,346",MEH,12,"1,967",OCT,4,15.2,10,21,0,2,#NULL!
"1,346",MEH,13,"1,967",OCT,5,14.8,6,22,0,3,#NULL!
"1,346",MEH,14,"1,967",OCT,6,14.5,8,22,0,3,#NULL!
"1,346",MEH,15,"1,967",OCT,7,15.6,10,24,0,2,#NULL!
"1,346",MEH,16,"1,967",OCT,8,16.8,11,24,0,3,#NULL!
"1,346",MEH,17,"1,967",OCT,9,15.9,9,22,0,2,#NULL!
"1,346",MEH,18,"1,967",OCT,10,15.7,10,22,0,7,#NULL!
"1,346",MEH,19,"1,967",OCT,11,16.3,11,23,0,7,#NULL!
"1,346",MEH,20,"1,967",OCT,12,13,9,20,0,81,#NULL!
"1,346",MEH,21,"1,967",OCT,13,11.2,5,16,10,60,#NULL!
"1,346",MEH,22,"1,967",OCT,14,10.6,5,17,0,3,#NULL!
"1,346",MEH,23,"1,967",OCT,15,11.4,6,19,0,2,#NULL!
"1,346",MEH,24,"1,967",OCT,16,12.5,5,20,0,3,#NULL!
"1,346",MEH,25,"1,967",OCT,17,14.5,9,21,0,15,#NULL!
"1,346",MEH,26,"1,967",OCT,18,13.8,8,21,0,80,#NULL!
"1,346",MEH,27,"1,967",OCT,19,14.2,9,20,2,80,#NULL!
"1,346",MEH,28,"1,967",OCT,20,14.9,8,21,0,3,#NULL!
"1,346",MEH,29,"1,967",OCT,21,12.8,7,16,0,15,#NULL!
"1,346",MEH,30,"1,967",OCT,22,11.4,7,17,0,2,#NULL!
"1,346",ABA,1,"1,967",OCT,23,11.3,4,19,0,3,#NULL!
"1,346",ABA,2,"1,967",OCT,24,11.1,4,19,0,2,#NULL!
"1,346",ABA,3,"1,967",OCT,25,12.9,4,20,0,16,#NULL!
"1,346",ABA,4,"1,967",OCT,26,13.9,9,19,0,60,#NULL!
"1,346",ABA,5,"1,967",OCT,27,14.4,7,21,0,16,#NULL!
"1,346",ABA,6,"1,967",OCT,28,13,11,18,0,21,#NULL!
"1,346",ABA,7,"1,967",OCT,29,12.5,5,20,0,3,#NULL!
"1,346",ABA,8,"1,967",OCT,30,13.4,8,20,0,3,#NULL!
"1,346",ABA,9,"1,967",OCT,31,14.1,9,21,0.6,95,#NULL!
"1,346",ABA,10,"1,967",NOV,1,12.7,9,18,4.1,29,#NULL!
"1,346",ABA,11,"1,967",NOV,2,12.1,5,19,0,3,#NULL!
"1,346",ABA,12,"1,967",NOV,3,12.1,6,18,0,3,#NULL!
"1,346",ABA,13,"1,967",NOV,4,13.8,8,20,0,3,#NULL!
"1,346",ABA,14,"1,967",NOV,5,12.7,9,18,0.7,60,#NULL!
"1,346",ABA,15,"1,967",NOV,6,11.1,7,16,0.6,61,#NULL!
"1,346",ABA,16,"1,967",NOV,7,11.6,8,15,1,80,#NULL!
"1,346",ABA,17,"1,967",NOV,8,10.4,8,14,3,80,#NULL!
"1,346",ABA,18,"1,967",NOV,9,10.7,8,15,3,61,#NULL!
"1,346",ABA,19,"1,967",NOV,10,8.1,6,9,4,61,#NULL!
"1,346",ABA,20,"1,967",NOV,11,10.9,7,16,1,80,#NULL!
"1,346",ABA,21,"1,967",NOV,12,9,5,13,0,3,#NULL!
"1,346",ABA,22,"1,967",NOV,13,7.3,5,12,0.4,61,#NULL!
"1,346",ABA,23,"1,967",NOV,14,6,-1,13,0,3,#NULL!
"1,346",ABA,24,"1,967",NOV,15,7.4,1,13,0,25,#NULL!
"1,346",ABA,25,"1,967",NOV,16,5.1,0,11,0,3,#NULL!
"1,346",ABA,26,"1,967",NOV,17,5.1,-2,13,0,2,#NULL!
"1,346",ABA,27,"1,967",NOV,18,4.6,-2,11,0,2,#NULL!
"1,346",ABA,28,"1,967",NOV,19,5.8,0,11,0,16,#NULL!
"1,346",ABA,29,"1,967",NOV,20,5.2,2,8,2,80,#NULL!
"1,346",ABA,30,"1,967",NOV,21,6,1,11,0,3,#NULL!
"1,346",AZA,1,"1,967",NOV,22,6.6,-1,13,0,3,#NULL!
"1,346",AZA,2,"1,967",NOV,23,5.8,3,10,0,3,#NULL!
"1,346",AZA,3,"1,967",NOV,24,3.9,0,8,0.4,60,#NULL!
"1,346",AZA,4,"1,967",NOV,25,2.8,0,8,3,61,#NULL!
"1,346",AZA,5,"1,967",NOV,26,-1.3,-4,3,2,73,#NULL!
"1,346",AZA,6,"1,967",NOV,27,-3.7,-4,-1,1.6,73,#NULL!
"1,346",AZA,7,"1,967",NOV,28,-4.1,-10,5,0,2,#NULL!
"1,346",AZA,8,"1,967",NOV,29,-3.1,-8,3,0,2,#NULL!
"1,346",AZA,9,"1,967",NOV,30,-2.5,-8,3,0,3,#NULL!
"1,346",AZA,10,"1,967",DEC,1,-1.4,-6,3,0,3,#NULL!
"1,346",AZA,11,"1,967",DEC,2,-1.1,-5,3,0,3,#NULL!
"1,346",AZA,12,"1,967",DEC,3,0.5,-3,8,0,75,#NULL!
"1,346",AZA,13,"1,967",DEC,4,-3.1,-8,2,4,70,#NULL!
"1,346",AZA,14,"1,967",DEC,5,-1.9,-8,3,0,3,#NULL!
"1,346",AZA,15,"1,967",DEC,6,1,-5,6,0,3,#NULL!
"1,346",AZA,16,"1,967",DEC,7,2.1,-3,8,0,3,#NULL!
"1,346",AZA,17,"1,967",DEC,8,1.1,-4,6,0,2,#NULL!
"1,346",AZA,18,"1,967",DEC,9,2.1,-2,8,0,3,#NULL!
"1,346",AZA,19,"1,967",DEC,10,0.5,-4,6,0,2,#NULL!
"1,346",AZA,20,"1,967",DEC,11,1.2,-4,7,0,3,#NULL!
"1,346",AZA,21,"1,967",DEC,12,0.2,-7,7,0,3,#NULL!
"1,346",AZA,22,"1,967",DEC,13,0,-1,2,0,16,#NULL!
"1,346",AZA,23,"1,967",DEC,14,2.2,-4,7,0,16,#NULL!
"1,346",AZA,24,"1,967",DEC,15,6,0,12,0.1,60,#NULL!
"1,346",AZA,25,"1,967",DEC,16,5.6,-1,10,0,21,#NULL!
"1,346",AZA,26,"1,967",DEC,17,6.8,2,13,0.1,16,#NULL!
"1,346",AZA,27,"1,967",DEC,18,4.6,2,11,0,28,#NULL!
"1,346",AZA,28,"1,967",DEC,19,3.2,0,8,0,3,#NULL!
"1,346",AZA,29,"1,967",DEC,20,0.8,-5,7,0,3,#NULL!
"1,346",AZA,30,"1,967",DEC,21,0.1,-5,6,0,3,#NULL!
"1,346",DEY,1,"1,967",DEC,22,1.2,-5,5,0,3,#NULL!
"1,346",DEY,2,"1,967",DEC,23,-4.3,0,1,2.1,73,#NULL!
"1,346",DEY,3,"1,967",DEC,24,-11.6,-16,-6,4,3,#NULL!
"1,346",DEY,4,"1,967",DEC,25,-12.5,-17,-7,0,3,#NULL!
"1,346",DEY,5,"1,967",DEC,26,-10.6,-16,-5,0,3,#NULL!
"1,346",DEY,6,"1,967",DEC,27,-8.3,-16,-2,0,3,#NULL!
"1,346",DEY,7,"1,967",DEC,28,-7.2,-12,-3,0,16,#NULL!
"1,346",DEY,8,"1,967",DEC,29,-5.8,-8,-4,0,15,#NULL!
"1,346",DEY,9,"1,967",DEC,30,-6.6,-7,-5,0,60,#NULL!
"1,346",DEY,10,"1,967",DEC,31,-5.5,-10,-2,1,71,#NULL!
"1,346",DEY,11,"1,968",JAN,1,-5.5,-12,-3,1,11,#NULL!
"1,346",DEY,12,"1,968",JAN,2,-4.6,-8,-2,0,2,#NULL!
"1,346",DEY,13,"1,968",JAN,3,-3.2,-7,1,0,2,#NULL!
"1,346",DEY,14,"1,968",JAN,4,-1.2,-6,7,0,2,#NULL!
"1,346",DEY,15,"1,968",JAN,5,1.6,-6,7,0,70,#NULL!
"1,346",DEY,16,"1,968",JAN,6,2.2,-3,9,0,3,#NULL!
"1,346",DEY,17,"1,968",JAN,7,1.8,-1,7,0,2,#NULL!
"1,346",DEY,18,"1,968",JAN,8,1.8,-3,9,0,2,#NULL!
"1,346",DEY,19,"1,968",JAN,9,1.3,-4,6,0,3,#NULL!
"1,346",DEY,20,"1,968",JAN,10,1.9,-2,6,0,7,#NULL!
"1,346",DEY,21,"1,968",JAN,11,1.2,-3,7,0,3,#NULL!
"1,346",DEY,22,"1,968",JAN,12,1.1,-2,6,0,3,#NULL!
"1,346",DEY,23,"1,968",JAN,13,3.7,-1,8,0,7,#NULL!
"1,346",DEY,24,"1,968",JAN,14,2.5,-1,6,0,16,#NULL!
"1,346",DEY,25,"1,968",JAN,15,1.4,-2,5,1.2,22,#NULL!
"1,346",DEY,26,"1,968",JAN,16,-2.4,-1,1,0,3,#NULL!
"1,346",DEY,27,"1,968",JAN,17,-5.9,-11,-1,0,3,#NULL!
"1,346",DEY,28,"1,968",JAN,18,-5.2,-9,1,0,3,#NULL!
"1,346",DEY,29,"1,968",JAN,19,-6.1,-11,2,0,3,#NULL!
"1,346",DEY,30,"1,968",JAN,20,-4.9,-11,3,0,3,#NULL!
"1,346",BAH,1,"1,968",JAN,21,-3.2,-9,1,1,71,#NULL!
"1,346",BAH,2,"1,968",JAN,22,-7.4,-7,-2,9,73,#NULL!
"1,346",BAH,3,"1,968",JAN,23,-13.3,-18,-8,0,2,#NULL!
"1,346",BAH,4,"1,968",JAN,24,-10.1,-19,-3,0,3,#NULL!
